source_id,venue,issn_queried,opf_id,opf_title,listed_in_doaj,opf_publisher,policy_id,oa_prohibited,article_version,license,embargo_amount,embargo_units,additional_oa_fee,locations,named_repositories,prerequisite_funders
S69753523,Separation and Purification Technology,1383-5866,16964,Separation and Purification Technology,no,Elsevier,7298,no,accepted,cc_by_nc_nd,NA,NA,no,authors_homepage;named_repository,arXiv;RePEC,NA
S69753523,Separation and Purification Technology,1383-5866,16964,Separation and Purification Technology,no,Elsevier,7298,no,accepted,cc_by_nc_nd,24,months,no,institutional_repository;subject_repository,NA,NA
S69753523,Separation and Purification Technology,1383-5866,16964,Separation and Purification Technology,no,Elsevier,7298,no,published,cc_by_nc_nd;cc_by_nc,NA,NA,yes,named_repository;non_commercial_repository;non_commercial_website;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S69753523,Separation and Purification Technology,1383-5866,16964,Separation and Purification Technology,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_website;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S69753523,Separation and Purification Technology,1383-5866,16964,Separation and Purification Technology,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_repository;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,"Wellcome Trust;en;name;name;Name;en;en;English;en;British Heart Foundation;en;BHF;name;name;Name;en;en;English;en;Versus Arthritis;en;name;name;Name;en;en;English;en;Biotechnology and Biological Sciences Research Council;en;BBSRC;name;name;Name;en;en;English;en;Blood Cancer UK;en;en;English;en;Gates Foundation;en;GF;en;English;en;Cancer Research UK;en;en;English;en;Chief Scientist Office, Scottish Executive;en;CSO;name;name;Name;en;en;English;en;Department of Health & Social Care (2014);en;DH;name;name;Name;en;en;English;en;National Institute for Health Research (2014);en;NIHR;name;name;Name;en;en;English;en;Vivensa Foundation;en;name;name;Name;en;en;English;en;European Research Council;en;ERC;name;name;Name;en;en;English;en;Medical Research Council;en;MRC;name;name;Name;en;en;English;en;Motor Neuron Disease Association;en;MND Association;name;name;Name;en;en;English;en;Parkinson's UK;en;name;name;Name;en;en;English;en;Telethon Foundation;en;en;English;en;Fondazione Telethon;it;it;Italian;en;National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en"
S69753523,Separation and Purification Technology,1383-5866,16964,Separation and Purification Technology,no,Elsevier,7298,no,accepted,cc_by_nc_nd,12,months,no,institutional_repository;subject_repository,NA,Wellcome Trust;en;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;Research England (UKRI)
S87561820,Environmental Science and Pollution Research,0944-1344,7949,Environmental Science and Pollution Research,no,Springer,7331,no,published,cc_by_nc_nd,NA,NA,yes,non_commercial_website;this_journal,NA,NA
S87561820,Environmental Science and Pollution Research,0944-1344,7949,Environmental Science and Pollution Research,no,Springer,7331,no,published,cc_by,NA,NA,yes,any_website;this_journal,NA,NA
S87561820,Environmental Science and Pollution Research,0944-1344,7949,Environmental Science and Pollution Research,no,Springer,7331,no,accepted,NA,12,months,no,non_commercial_repository,NA,NA
S87561820,Environmental Science and Pollution Research,0944-1344,7949,Environmental Science and Pollution Research,no,Springer,7331,no,submitted,NA,NA,NA,NA,any_website,NA,NA
S203465130,Chemosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S4210170078,Oncology Times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S13479253,Environmental Science & Technology,0013-936X,7774,Environmental Science & Technology,no,American Chemical Society,4,no,submitted,NA,NA,NA,no,authors_homepage;named_repository;preprint_repository;subject_repository,ChemRxiv;bioRxiv;arXiv,NA
S13479253,Environmental Science & Technology,0013-936X,7774,Environmental Science & Technology,no,American Chemical Society,4,no,accepted,NA,12,months,no,authors_homepage;non_commercial_institutional_repository;non_commercial_subject_repository,NA,NA
S13479253,Environmental Science & Technology,0013-936X,7774,Environmental Science & Technology,no,American Chemical Society,4,no,published,cc_by;cc_by_nc_nd,NA,NA,yes,any_website;funder_designated_location;named_repository;this_journal,PubMed Central,NA
S13479253,Environmental Science & Technology,0013-936X,7774,Environmental Science & Technology,no,American Chemical Society,4,no,published,cc_by;cc_by_nc_nd,12,months,yes,any_website;authors_homepage;institutional_repository;named_repository;this_journal,PubMed Central,NA
S13479253,Environmental Science & Technology,0013-936X,7774,Environmental Science & Technology,no,American Chemical Society,4,no,accepted,NA,NA,NA,yes,institutional_repository;subject_repository,NA,NA
S145089992,Journal of Hazardous Materials,0304-3894,13696,Journal of Hazardous Materials,no,Elsevier,7298,no,submitted,NA,NA,NA,no,any_website;named_repository,arXiv;RePEC,NA
S145089992,Journal of Hazardous Materials,0304-3894,13696,Journal of Hazardous Materials,no,Elsevier,7298,no,accepted,cc_by_nc_nd,NA,NA,no,authors_homepage;named_repository,arXiv;RePEC,NA
S145089992,Journal of Hazardous Materials,0304-3894,13696,Journal of Hazardous Materials,no,Elsevier,7298,no,accepted,cc_by_nc_nd,24,months,no,institutional_repository;subject_repository,NA,NA
S145089992,Journal of Hazardous Materials,0304-3894,13696,Journal of Hazardous Materials,no,Elsevier,7298,no,published,cc_by_nc_nd;cc_by_nc,NA,NA,yes,named_repository;non_commercial_repository;non_commercial_website;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S145089992,Journal of Hazardous Materials,0304-3894,13696,Journal of Hazardous Materials,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_website;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S145089992,Journal of Hazardous Materials,0304-3894,13696,Journal of Hazardous Materials,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_repository;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,"Wellcome Trust;en;name;name;Name;en;en;English;en;British Heart Foundation;en;BHF;name;name;Name;en;en;English;en;Versus Arthritis;en;name;name;Name;en;en;English;en;Biotechnology and Biological Sciences Research Council;en;BBSRC;name;name;Name;en;en;English;en;Blood Cancer UK;en;en;English;en;Gates Foundation;en;GF;en;English;en;Cancer Research UK;en;en;English;en;Chief Scientist Office, Scottish Executive;en;CSO;name;name;Name;en;en;English;en;Department of Health & Social Care (2014);en;DH;name;name;Name;en;en;English;en;National Institute for Health Research (2014);en;NIHR;name;name;Name;en;en;English;en;Vivensa Foundation;en;name;name;Name;en;en;English;en;European Research Council;en;ERC;name;name;Name;en;en;English;en;Medical Research Council;en;MRC;name;name;Name;en;en;English;en;Motor Neuron Disease Association;en;MND Association;name;name;Name;en;en;English;en;Parkinson's UK;en;name;name;Name;en;en;English;en;Telethon Foundation;en;en;English;en;Fondazione Telethon;it;it;Italian;en;National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en"
S145089992,Journal of Hazardous Materials,0304-3894,13696,Journal of Hazardous Materials,no,Elsevier,7298,no,accepted,cc_by_nc_nd,12,months,no,institutional_repository;subject_repository,NA,Wellcome Trust;en;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;Research England (UKRI)
S21442059,Bioresource Technology,0960-8524,15496,Bioresource Technology,no,Elsevier,7298,no,submitted,NA,NA,NA,no,any_website;named_repository,arXiv;RePEC,NA
S21442059,Bioresource Technology,0960-8524,15496,Bioresource Technology,no,Elsevier,7298,no,accepted,cc_by_nc_nd,NA,NA,no,authors_homepage;named_repository,arXiv;RePEC,NA
S21442059,Bioresource Technology,0960-8524,15496,Bioresource Technology,no,Elsevier,7298,no,accepted,cc_by_nc_nd,24,months,no,institutional_repository;subject_repository,NA,NA
S21442059,Bioresource Technology,0960-8524,15496,Bioresource Technology,no,Elsevier,7298,no,published,cc_by_nc_nd;cc_by_nc,NA,NA,yes,named_repository;non_commercial_repository;non_commercial_website;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S21442059,Bioresource Technology,0960-8524,15496,Bioresource Technology,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_website;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S21442059,Bioresource Technology,0960-8524,15496,Bioresource Technology,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_repository;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,"Wellcome Trust;en;name;name;Name;en;en;English;en;British Heart Foundation;en;BHF;name;name;Name;en;en;English;en;Versus Arthritis;en;name;name;Name;en;en;English;en;Biotechnology and Biological Sciences Research Council;en;BBSRC;name;name;Name;en;en;English;en;Blood Cancer UK;en;en;English;en;Gates Foundation;en;GF;en;English;en;Cancer Research UK;en;en;English;en;Chief Scientist Office, Scottish Executive;en;CSO;name;name;Name;en;en;English;en;Department of Health & Social Care (2014);en;DH;name;name;Name;en;en;English;en;National Institute for Health Research (2014);en;NIHR;name;name;Name;en;en;English;en;Vivensa Foundation;en;name;name;Name;en;en;English;en;European Research Council;en;ERC;name;name;Name;en;en;English;en;Medical Research Council;en;MRC;name;name;Name;en;en;English;en;Motor Neuron Disease Association;en;MND Association;name;name;Name;en;en;English;en;Parkinson's UK;en;name;name;Name;en;en;English;en;Telethon Foundation;en;en;English;en;Fondazione Telethon;it;it;Italian;en;National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en"
S21442059,Bioresource Technology,0960-8524,15496,Bioresource Technology,no,Elsevier,7298,no,accepted,cc_by_nc_nd,12,months,no,institutional_repository;subject_repository,NA,Wellcome Trust;en;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;Research England (UKRI)
S158228368,Applied and Environmental Microbiology,0099-2240,6214,Applied and Environmental Microbiology,no,American Society for Microbiology,16,no,published,NA,12,months,no,this_journal,NA,NA
S158228368,Applied and Environmental Microbiology,0099-2240,6214,Applied and Environmental Microbiology,no,American Society for Microbiology,16,no,published,cc_by,NA,NA,yes,any_website;named_repository;this_journal,PubMed Central,NA
S158228368,Applied and Environmental Microbiology,0099-2240,6214,Applied and Environmental Microbiology,no,American Society for Microbiology,16,no,accepted,cc_by,NA,NA,no,any_website;authors_homepage;institutional_repository;named_repository,PubMed Central,NA
S158228368,Applied and Environmental Microbiology,0099-2240,6214,Applied and Environmental Microbiology,no,American Society for Microbiology,16,no,submitted,NA,NA,NA,no,named_repository;preprint_repository,bioRxiv,NA
S70979998,Applied Microbiology and Biotechnology,0175-7598,7841,Applied Microbiology and Biotechnology,no,Springer,3296,no,submitted,NA,NA,NA,no,authors_homepage;preprint_repository,NA,NA
S70979998,Applied Microbiology and Biotechnology,0175-7598,7841,Applied Microbiology and Biotechnology,no,Springer,3296,no,published,cc_by,NA,NA,no,any_website;named_repository;this_journal,PubMed Central,NA
S70979998,Applied Microbiology and Biotechnology,0175-7598,7841,Applied Microbiology and Biotechnology,no,Springer,3296,no,accepted,cc_by,NA,NA,no,any_website,NA,NA
S100045985,American Journal of Tropical Medicine and Hygiene,0002-9637,10299,The American Journal of Tropical Medicine and Hygiene,no,American Society of Tropical Medicine and Hygiene,280,no,published,NA,12,months,no,institutional_repository;named_repository;subject_repository,PubMed Central,NA
S100045985,American Journal of Tropical Medicine and Hygiene,0002-9637,10299,The American Journal of Tropical Medicine and Hygiene,no,American Society of Tropical Medicine and Hygiene,280,no,published,cc_by,NA,NA,yes,any_website;named_repository;this_journal,PubMed Central,NA
S100045985,American Journal of Tropical Medicine and Hygiene,0002-9637,10299,The American Journal of Tropical Medicine and Hygiene,no,American Society of Tropical Medicine and Hygiene,280,no,accepted,cc_by,NA,NA,no,any_website;institutional_repository;named_repository;subject_repository,Europe PMC,National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;Wellcome Trust;en;name;name;Name;en;en;English;en
S100045985,American Journal of Tropical Medicine and Hygiene,0002-9637,10299,The American Journal of Tropical Medicine and Hygiene,no,American Society of Tropical Medicine and Hygiene,280,no,accepted,cc_by,NA,NA,no,any_website;institutional_repository;named_repository;subject_repository,PubMed Central,NA
S201530359,Environmental Pollution,0269-7491,12533,Environmental Pollution,no,Elsevier,7298,no,submitted,NA,NA,NA,no,any_website;named_repository,arXiv;RePEC,NA
S201530359,Environmental Pollution,0269-7491,12533,Environmental Pollution,no,Elsevier,7298,no,accepted,cc_by_nc_nd,NA,NA,no,authors_homepage;named_repository,arXiv;RePEC,NA
S201530359,Environmental Pollution,0269-7491,12533,Environmental Pollution,no,Elsevier,7298,no,accepted,cc_by_nc_nd,24,months,no,institutional_repository;subject_repository,NA,NA
S201530359,Environmental Pollution,0269-7491,12533,Environmental Pollution,no,Elsevier,7298,no,published,cc_by_nc_nd;cc_by_nc,NA,NA,yes,named_repository;non_commercial_repository;non_commercial_website;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S201530359,Environmental Pollution,0269-7491,12533,Environmental Pollution,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_website;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S201530359,Environmental Pollution,0269-7491,12533,Environmental Pollution,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_repository;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,"Wellcome Trust;en;name;name;Name;en;en;English;en;British Heart Foundation;en;BHF;name;name;Name;en;en;English;en;Versus Arthritis;en;name;name;Name;en;en;English;en;Biotechnology and Biological Sciences Research Council;en;BBSRC;name;name;Name;en;en;English;en;Blood Cancer UK;en;en;English;en;Gates Foundation;en;GF;en;English;en;Cancer Research UK;en;en;English;en;Chief Scientist Office, Scottish Executive;en;CSO;name;name;Name;en;en;English;en;Department of Health & Social Care (2014);en;DH;name;name;Name;en;en;English;en;National Institute for Health Research (2014);en;NIHR;name;name;Name;en;en;English;en;Vivensa Foundation;en;name;name;Name;en;en;English;en;European Research Council;en;ERC;name;name;Name;en;en;English;en;Medical Research Council;en;MRC;name;name;Name;en;en;English;en;Motor Neuron Disease Association;en;MND Association;name;name;Name;en;en;English;en;Parkinson's UK;en;name;name;Name;en;en;English;en;Telethon Foundation;en;en;English;en;Fondazione Telethon;it;it;Italian;en;National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en"
S201530359,Environmental Pollution,0269-7491,12533,Environmental Pollution,no,Elsevier,7298,no,accepted,cc_by_nc_nd,12,months,no,institutional_repository;subject_repository,NA,Wellcome Trust;en;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;Research England (UKRI)
S149937609,Chemical Engineering Journal,1385-8947,16515,Chemical Engineering Journal,no,Elsevier,7298,no,submitted,NA,NA,NA,no,any_website;named_repository,arXiv;RePEC,NA
S149937609,Chemical Engineering Journal,1385-8947,16515,Chemical Engineering Journal,no,Elsevier,7298,no,accepted,cc_by_nc_nd,NA,NA,no,authors_homepage;named_repository,arXiv;RePEC,NA
S149937609,Chemical Engineering Journal,1385-8947,16515,Chemical Engineering Journal,no,Elsevier,7298,no,accepted,cc_by_nc_nd,24,months,no,institutional_repository;subject_repository,NA,NA
S149937609,Chemical Engineering Journal,1385-8947,16515,Chemical Engineering Journal,no,Elsevier,7298,no,published,cc_by_nc_nd;cc_by_nc,NA,NA,yes,named_repository;non_commercial_repository;non_commercial_website;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S149937609,Chemical Engineering Journal,1385-8947,16515,Chemical Engineering Journal,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_website;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S149937609,Chemical Engineering Journal,1385-8947,16515,Chemical Engineering Journal,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_repository;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,"Wellcome Trust;en;name;name;Name;en;en;English;en;British Heart Foundation;en;BHF;name;name;Name;en;en;English;en;Versus Arthritis;en;name;name;Name;en;en;English;en;Biotechnology and Biological Sciences Research Council;en;BBSRC;name;name;Name;en;en;English;en;Blood Cancer UK;en;en;English;en;Gates Foundation;en;GF;en;English;en;Cancer Research UK;en;en;English;en;Chief Scientist Office, Scottish Executive;en;CSO;name;name;Name;en;en;English;en;Department of Health & Social Care (2014);en;DH;name;name;Name;en;en;English;en;National Institute for Health Research (2014);en;NIHR;name;name;Name;en;en;English;en;Vivensa Foundation;en;name;name;Name;en;en;English;en;European Research Council;en;ERC;name;name;Name;en;en;English;en;Medical Research Council;en;MRC;name;name;Name;en;en;English;en;Motor Neuron Disease Association;en;MND Association;name;name;Name;en;en;English;en;Parkinson's UK;en;name;name;Name;en;en;English;en;Telethon Foundation;en;en;English;en;Fondazione Telethon;it;it;Italian;en;National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en"
S149937609,Chemical Engineering Journal,1385-8947,16515,Chemical Engineering Journal,no,Elsevier,7298,no,accepted,cc_by_nc_nd,12,months,no,institutional_repository;subject_repository,NA,Wellcome Trust;en;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;Research England (UKRI)
S119469986,Journal of Membrane Science,0376-7388,14004,Journal of Membrane Science,no,Elsevier,7298,no,submitted,NA,NA,NA,no,any_website;named_repository,arXiv;RePEC,NA
S119469986,Journal of Membrane Science,0376-7388,14004,Journal of Membrane Science,no,Elsevier,7298,no,accepted,cc_by_nc_nd,NA,NA,no,authors_homepage;named_repository,arXiv;RePEC,NA
S119469986,Journal of Membrane Science,0376-7388,14004,Journal of Membrane Science,no,Elsevier,7298,no,accepted,cc_by_nc_nd,24,months,no,institutional_repository;subject_repository,NA,NA
S119469986,Journal of Membrane Science,0376-7388,14004,Journal of Membrane Science,no,Elsevier,7298,no,published,cc_by_nc_nd;cc_by_nc,NA,NA,yes,named_repository;non_commercial_repository;non_commercial_website;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S119469986,Journal of Membrane Science,0376-7388,14004,Journal of Membrane Science,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_website;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S119469986,Journal of Membrane Science,0376-7388,14004,Journal of Membrane Science,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_repository;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,"Wellcome Trust;en;name;name;Name;en;en;English;en;British Heart Foundation;en;BHF;name;name;Name;en;en;English;en;Versus Arthritis;en;name;name;Name;en;en;English;en;Biotechnology and Biological Sciences Research Council;en;BBSRC;name;name;Name;en;en;English;en;Blood Cancer UK;en;en;English;en;Gates Foundation;en;GF;en;English;en;Cancer Research UK;en;en;English;en;Chief Scientist Office, Scottish Executive;en;CSO;name;name;Name;en;en;English;en;Department of Health & Social Care (2014);en;DH;name;name;Name;en;en;English;en;National Institute for Health Research (2014);en;NIHR;name;name;Name;en;en;English;en;Vivensa Foundation;en;name;name;Name;en;en;English;en;European Research Council;en;ERC;name;name;Name;en;en;English;en;Medical Research Council;en;MRC;name;name;Name;en;en;English;en;Motor Neuron Disease Association;en;MND Association;name;name;Name;en;en;English;en;Parkinson's UK;en;name;name;Name;en;en;English;en;Telethon Foundation;en;en;English;en;Fondazione Telethon;it;it;Italian;en;National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en"
S119469986,Journal of Membrane Science,0376-7388,14004,Journal of Membrane Science,no,Elsevier,7298,no,accepted,cc_by_nc_nd,12,months,no,institutional_repository;subject_repository,NA,Wellcome Trust;en;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;Research England (UKRI)
S58516903,Journal of Cleaner Production,0959-6526,13808,Journal of Cleaner Production,no,Elsevier,7298,no,submitted,NA,NA,NA,no,any_website;named_repository,arXiv;RePEC,NA
S58516903,Journal of Cleaner Production,0959-6526,13808,Journal of Cleaner Production,no,Elsevier,7298,no,accepted,cc_by_nc_nd,NA,NA,no,authors_homepage;named_repository,arXiv;RePEC,NA
S58516903,Journal of Cleaner Production,0959-6526,13808,Journal of Cleaner Production,no,Elsevier,7298,no,accepted,cc_by_nc_nd,24,months,no,institutional_repository;subject_repository,NA,NA
S58516903,Journal of Cleaner Production,0959-6526,13808,Journal of Cleaner Production,no,Elsevier,7298,no,published,cc_by_nc_nd;cc_by_nc,NA,NA,yes,named_repository;non_commercial_repository;non_commercial_website;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S58516903,Journal of Cleaner Production,0959-6526,13808,Journal of Cleaner Production,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_website;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S58516903,Journal of Cleaner Production,0959-6526,13808,Journal of Cleaner Production,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_repository;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,"Wellcome Trust;en;name;name;Name;en;en;English;en;British Heart Foundation;en;BHF;name;name;Name;en;en;English;en;Versus Arthritis;en;name;name;Name;en;en;English;en;Biotechnology and Biological Sciences Research Council;en;BBSRC;name;name;Name;en;en;English;en;Blood Cancer UK;en;en;English;en;Gates Foundation;en;GF;en;English;en;Cancer Research UK;en;en;English;en;Chief Scientist Office, Scottish Executive;en;CSO;name;name;Name;en;en;English;en;Department of Health & Social Care (2014);en;DH;name;name;Name;en;en;English;en;National Institute for Health Research (2014);en;NIHR;name;name;Name;en;en;English;en;Vivensa Foundation;en;name;name;Name;en;en;English;en;European Research Council;en;ERC;name;name;Name;en;en;English;en;Medical Research Council;en;MRC;name;name;Name;en;en;English;en;Motor Neuron Disease Association;en;MND Association;name;name;Name;en;en;English;en;Parkinson's UK;en;name;name;Name;en;en;English;en;Telethon Foundation;en;en;English;en;Fondazione Telethon;it;it;Italian;en;National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en"
S58516903,Journal of Cleaner Production,0959-6526,13808,Journal of Cleaner Production,no,Elsevier,7298,no,accepted,cc_by_nc_nd,12,months,no,institutional_repository;subject_repository,NA,Wellcome Trust;en;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;Research England (UKRI)
S2484704948,Frontiers in Microbiology,1664-302X,22699,Frontiers in Microbiology,yes,Frontiers Media,600,no,submitted;accepted,cc_by,NA,NA,no,any_repository;any_website;named_repository;preprint_repository,arXiv;PeerJ Preprints;OSF,NA
S2484704948,Frontiers in Microbiology,1664-302X,22699,Frontiers in Microbiology,yes,Frontiers Media,600,no,published,cc_by,NA,NA,no,any_website;named_repository;this_journal,PubMed Central,NA
S168522863,Cancer Research,0008-5472,14558,Cancer Research,no,American Association for Cancer Research,204,no,submitted,NA,NA,NA,no,institutional_website;named_repository;preprint_repository,bioRxiv,NA
S168522863,Cancer Research,0008-5472,14558,Cancer Research,no,American Association for Cancer Research,204,no,accepted,NA,12,months,no,institutional_repository;institutional_website,NA,NA
S168522863,Cancer Research,0008-5472,14558,Cancer Research,no,American Association for Cancer Research,204,no,accepted,cc_by,NA,NA,no,any_repository;any_website;institutional_repository;named_repository;subject_repository;this_journal,Europe PMC,Wellcome Trust;en;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en
S168522863,Cancer Research,0008-5472,14558,Cancer Research,no,American Association for Cancer Research,204,no,NA,NA,NA,NA,no,named_repository,PubMed Central,USA National Institutes of Health;en;NIH;name;name;Name;en;en;English;en
S168522863,Cancer Research,0008-5472,14558,Cancer Research,no,American Association for Cancer Research,204,no,published,cc_by_nc_nd,NA,NA,yes,non_commercial_website;this_journal,NA,NA
S168522863,Cancer Research,0008-5472,14558,Cancer Research,no,American Association for Cancer Research,204,no,published,cc_by,NA,NA,yes,any_website;this_journal,NA,NA
S200071133,Blood,0006-4971,13507,Blood,no,American Society of Hematology (ASH Publications),87,no,published,NA,12,months,no,authors_homepage;institutional_website;non_commercial_website,NA,NA
S200071133,Blood,0006-4971,13507,Blood,no,American Society of Hematology (ASH Publications),87,no,published,cc_by,NA,NA,yes,any_website;this_journal,NA,NA
S200071133,Blood,0006-4971,13507,Blood,no,American Society of Hematology (ASH Publications),87,no,published,cc_by_nc_nd,NA,NA,yes,named_repository;this_journal,PubMed Central,NA
S200071133,Blood,0006-4971,13507,Blood,no,American Society of Hematology (ASH Publications),87,no,accepted,NA,12,months,no,named_repository,PubMed Central,USA National Institutes of Health;en;NIH;name;name;Name;en;en;English;en
S200071133,Blood,0006-4971,13507,Blood,no,American Society of Hematology (ASH Publications),87,no,accepted,NA,NA,NA,yes,named_repository,PubMed Central,Telethon Foundation;en;en;English;en;Fondazione Telethon;it;it;Italian;en
S134307298,Applied Catalysis B: Environmental,0926-3373,11129,Applied Catalysis B: Environment and Energy,no,Elsevier,7298,no,submitted,NA,NA,NA,no,any_website;named_repository,arXiv;RePEC,NA
S134307298,Applied Catalysis B: Environmental,0926-3373,11129,Applied Catalysis B: Environment and Energy,no,Elsevier,7298,no,accepted,cc_by_nc_nd,NA,NA,no,authors_homepage;named_repository,arXiv;RePEC,NA
S134307298,Applied Catalysis B: Environmental,0926-3373,11129,Applied Catalysis B: Environment and Energy,no,Elsevier,7298,no,accepted,cc_by_nc_nd,24,months,no,institutional_repository;subject_repository,NA,NA
S134307298,Applied Catalysis B: Environmental,0926-3373,11129,Applied Catalysis B: Environment and Energy,no,Elsevier,7298,no,published,cc_by_nc_nd;cc_by_nc,NA,NA,yes,named_repository;non_commercial_repository;non_commercial_website;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S134307298,Applied Catalysis B: Environmental,0926-3373,11129,Applied Catalysis B: Environment and Energy,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_website;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,NA
S134307298,Applied Catalysis B: Environmental,0926-3373,11129,Applied Catalysis B: Environment and Energy,no,Elsevier,7298,no,published,cc_by,NA,NA,yes,any_repository;institutional_repository;named_repository;subject_repository;this_journal,PubMed Central;Research for Development Repository;ESRC Research Catalogue,"Wellcome Trust;en;name;name;Name;en;en;English;en;British Heart Foundation;en;BHF;name;name;Name;en;en;English;en;Versus Arthritis;en;name;name;Name;en;en;English;en;Biotechnology and Biological Sciences Research Council;en;BBSRC;name;name;Name;en;en;English;en;Blood Cancer UK;en;en;English;en;Gates Foundation;en;GF;en;English;en;Cancer Research UK;en;en;English;en;Chief Scientist Office, Scottish Executive;en;CSO;name;name;Name;en;en;English;en;Department of Health & Social Care (2014);en;DH;name;name;Name;en;en;English;en;National Institute for Health Research (2014);en;NIHR;name;name;Name;en;en;English;en;Vivensa Foundation;en;name;name;Name;en;en;English;en;European Research Council;en;ERC;name;name;Name;en;en;English;en;Medical Research Council;en;MRC;name;name;Name;en;en;English;en;Motor Neuron Disease Association;en;MND Association;name;name;Name;en;en;English;en;Parkinson's UK;en;name;name;Name;en;en;English;en;Telethon Foundation;en;en;English;en;Fondazione Telethon;it;it;Italian;en;National Institute for Health and Care Research;en;NIHR;name;name;Name;en;en;English;en"
