paperid,volume,issue,first_author_affiliation,correspondence_author_affiliation
25707,3,1-2,"EcoWater, Private Bag 93109 Henderson, Waitakere City Council, Waitakere City, New Zealand (E-mail:","EcoWater, Private Bag 93109 Henderson, Waitakere City Council, Waitakere City, New Zealand (E-mail:"
25710,3,1-2,"Instituto Technológico del Agua, Universidad Politécnica de Valencia, Cno. De Vera s/n, 46022 Valencia, Spain (E-mail:","Instituto Technológico del Agua, Universidad Politécnica de Valencia, Cno. De Vera s/n, 46022 Valencia, Spain (E-mail:"
25712,3,1-2,"Water Services Association of Australia, 469 La Trobe Street, Melbourne, Victoria, Australia, 3000 (E-mail:","Water Services Association of Australia, 469 La Trobe Street, Melbourne, Victoria, Australia, 3000 (E-mail:"
25716,3,1-2,"Department of Environmental Engineering, National Chung Hsing University, Taichung 402, Chinese, Taiwan","Department of Environmental Engineering, National Chung Hsing University, Taichung 402, Chinese, Taiwan"
25721,3,1-2,"Department of Environmental Health, Flinders University of South Australia, GPO Box 2100, Adelaide, South Australia, 5001",NA
25730,3,1-2,"LNEC (National Civil Engineering Laboratory), Av. Brasil 101, 1700-066 Lisbon, Portugal (E-mail:","LNEC (National Civil Engineering Laboratory), Av. Brasil 101, 1700-066 Lisbon, Portugal (E-mail:"
25741,3,1-2,"Sedibeng Water, Private Bag X5, Bothaville 9660, South Africa (E-mail:","Sedibeng Water, Private Bag X5, Bothaville 9660, South Africa (E-mail:"
25744,3,1-2,CRC for Water Quality and Treatment,NA
25754,3,1-2,"Department of Civil and Environmental Engineering, Imperial College of Science, Technology and Medicine, London SW7 2BU, UK (E-mail:","Department of Civil and Environmental Engineering, Imperial College of Science, Technology and Medicine, London SW7 2BU, UK (E-mail:"
25770,3,1-2,"Department of Safety, Health and Environmental Engineering, National Lien-Ho Institute of Technology, Miao-Li, 360, Taiwan, Republic of China","Department of Safety, Health and Environmental Engineering, National Lien-Ho Institute of Technology, Miao-Li, 360, Taiwan, Republic of China"
25780,3,1-2,"LNEC-DH-NES, Av. Brasil 101, 1700-066, Lisbon, Portugal (E-mail:","LNEC-DH-NES, Av. Brasil 101, 1700-066, Lisbon, Portugal (E-mail:"
25781,3,1-2,"Water Resources, Technical and Research Centre Paris, ONDEO Services, 38 rue du President Wilson, Le Pecq-sur-Seine, 78230, France (E-mail:","Water Resources, Technical and Research Centre Paris, ONDEO Services, 38 rue du President Wilson, Le Pecq-sur-Seine, 78230, France (E-mail:"
25783,3,1-2,"Management of Water and Sewerage Services (GEA), National School of Water and Forestry Engineering (ENGREF), Montpellier Cedex 5, France (E-mail:","Management of Water and Sewerage Services (GEA), National School of Water and Forestry Engineering (ENGREF), Montpellier Cedex 5, France (E-mail:"
25786,3,1-2,"Asian Institute of Technology School of Civil Engineering, Water Engineering and Management Program, PO Box 4, Klong Luang, Pathumthani, 12120, Thailand (E-mail:","Asian Institute of Technology School of Civil Engineering, Water Engineering and Management Program, PO Box 4, Klong Luang, Pathumthani, 12120, Thailand (E-mail:"
25793,3,1-2,"City West Water, 247-251 St Albans Road, Sunshine, VIC 3020, Australia (E-mail:","City West Water, 247-251 St Albans Road, Sunshine, VIC 3020, Australia (E-mail:"
25796,3,1-2,"Stewart Scott (Pty) Ltd, P.O. Box 25302, Monument Park, Pretoria, 0105, South Africa (E-mail:","Stewart Scott (Pty) Ltd, P.O. Box 25302, Monument Park, Pretoria, 0105, South Africa (E-mail:"
25798,3,1-2,"University of Brasilia - UnB, Brazil (E-mail:","University of Brasilia - UnB, Brazil (E-mail:"
25908,3,3,"Flinders University, Adelaide, Australia (E-mail:","Flinders University, Adelaide, Australia (E-mail:"
25884,3,3,"University of Colorado, CEAE, ECOT 441, #428, Boulder, CO, 80309 USA (E-mail:","University of Colorado, CEAE, ECOT 441, #428, Boulder, CO, 80309 USA (E-mail:"
25892,3,3,"Shoalhaven Water, PO Box 42, Nowra, NSW 2541, Australia (E-mail:","Shoalhaven Water, PO Box 42, Nowra, NSW 2541, Australia (E-mail:"
25893,3,3,"Center Research Institute, Maezawa Industries, Inc., 5-11 Nakachuo, Kawaguchi, Saitama, 332-8556 Japan","Center Research Institute, Maezawa Industries, Inc., 5-11 Nakachuo, Kawaguchi, Saitama, 332-8556 Japan"
25899,3,3,"Hydrosciences, MSE, Université Montpellier II, 34095 Montpellier, France (E-mail:","Hydrosciences, MSE, Université Montpellier II, 34095 Montpellier, France (E-mail:"
25847,3,3,"Queensland Nickel Pty Ltd, Private Mail Bag 5, Townsville Mail Centre, Australia 4818 (E-mail:","Queensland Nickel Pty Ltd, Private Mail Bag 5, Townsville Mail Centre, Australia 4818 (E-mail:"
25856,3,3,Fundación AGBAR,Fundación AGBAR
25867,3,3,"Institute for Sustainable Futures, University of Technology, Sydney, PO box 123, Broadway, NSW 2007 Australia","Institute for Sustainable Futures, University of Technology, Sydney, PO box 123, Broadway, NSW 2007 Australia"
25871,3,3,Water Corporation of Western Australia,Water Corporation of Western Australia
25873,3,3,"Grampians Water, PO Box 481, Horsham, Australia 3402","Grampians Water, PO Box 481, Horsham, Australia 3402"
25878,3,3,"Stewart Scott (Pty) Ltd, P O Box 25302, Monument Park, Pretoria 0105, South Africa (E-mail:","Stewart Scott (Pty) Ltd, P O Box 25302, Monument Park, Pretoria 0105, South Africa (E-mail:"
25881,3,3,"California Urban Water Conservation Council, 455 Capitol Mall, Suite 703, Sacramento,California 95814, U.S.A. (E-mail:","California Urban Water Conservation Council, 455 Capitol Mall, Suite 703, Sacramento,California 95814, U.S.A. (E-mail:"
25886,3,3,"SAGEP - LATTS, 9, rue Schoelcher - 75014 Paris - France","SAGEP - LATTS, 9, rue Schoelcher - 75014 Paris - France"
25887,3,3,"Department of Civil Engineering (suiko), Graduate School, Kyushu University, 6-10-1, Hakozaki, Higashiku, Fukuoka, 812-8581 Japan (E-mail:","Department of Civil Engineering (suiko), Graduate School, Kyushu University, 6-10-1, Hakozaki, Higashiku, Fukuoka, 812-8581 Japan (E-mail:"
25889,3,3,"ZV Landeswasserversorgung, Schützenstr. 4, D-70182 Stuttgart, Germany (E-mail:","ZV Landeswasserversorgung, Schützenstr. 4, D-70182 Stuttgart, Germany (E-mail:"
25890,3,3,"Water Resource Planning Pty Ltd., PO Box 1522, Brooklyn Square, Pretoria, South Africa (E-mail:","Water Resource Planning Pty Ltd., PO Box 1522, Brooklyn Square, Pretoria, South Africa (E-mail:"
27629,3,5-6,"Hydranautics, 401 Jones Road, Oceanside, CA, USA (E-mail:","Hydranautics, 401 Jones Road, Oceanside, CA, USA (E-mail:"
27591,3,5-6,"Department of Environmental Engineering, Technische Universität Berlin, Strasse des 17. Juni 136, Sekr. MA 5-7, D-10623 Berlin, Germany (E-mail:","Department of Environmental Engineering, Technische Universität Berlin, Strasse des 17. Juni 136, Sekr. MA 5-7, D-10623 Berlin, Germany (E-mail:"
27603,3,5-6,"Technologiezentrum Wasser, Karlsruhe, Karlsruher Str. 84, D-76139 Karlsruhe, Germany (E-mail:","Technologiezentrum Wasser, Karlsruhe, Karlsruher Str. 84, D-76139 Karlsruhe, Germany (E-mail:"
27625,3,5-6,"Département Génie des Procédés Industriels, Institut National des Sciences Appliquées, 135 Avenue de Rangueil, 31077 Toulouse Cedex 4- France","Département Génie des Procédés Industriels, Institut National des Sciences Appliquées, 135 Avenue de Rangueil, 31077 Toulouse Cedex 4- France"
27571,3,5-6,"UNESCO-IHE, Westvest 7, 2601 DA, Delft, The Netherlands (E-mail:","UNESCO-IHE, Westvest 7, 2601 DA, Delft, The Netherlands (E-mail:"
27574,3,5-6,"Kiwa N.V., Water Research, P.O. Box 1072, 3430 BB Nieuwegein, The Netherlands (E-mail:","Kiwa N.V., Water Research, P.O. Box 1072, 3430 BB Nieuwegein, The Netherlands (E-mail:"
27575,3,5-6,"Kiwa Water Research, P.O. Box 1072, 3430 BB Nieuwegein, The Netherlands (E-mail:","Kiwa Water Research, P.O. Box 1072, 3430 BB Nieuwegein, The Netherlands (E-mail:"
27582,3,5-6,"Laboratoire Chimie de l’Eau et de l’Environnement, 40, Avenue du Recteur Pineau, 86022 Poitiers Cedex France","Laboratoire Chimie de l’Eau et de l’Environnement, 40, Avenue du Recteur Pineau, 86022 Poitiers Cedex France"
27583,3,5-6,"Laboratory of Environmental Engineering, Helsinki University of Technology, PO Box 5200, FIN-02015 HUT, Finland (E-mail:","Laboratory of Environmental Engineering, Helsinki University of Technology, PO Box 5200, FIN-02015 HUT, Finland (E-mail:"
27590,3,5-6,"Technical University Berlin, Environmental Engineering, KF 4, Straße des 17. Juni 135, D-10623 Berlin, Germany (E-mail:","Technical University Berlin, Environmental Engineering, KF 4, Straße des 17. Juni 135, D-10623 Berlin, Germany (E-mail:"
27593,3,5-6,"ATM S.A. - Epele Bailara, 29-20120 Hernani, Spain (E-mail:","ATM S.A. - Epele Bailara, 29-20120 Hernani, Spain (E-mail:"
27595,3,5-6,"Institute for Environmentally Compatible Process Technology (upt Ltd.), Im Stadtwald 47, D-66123 Saarbrücken, Germany (Email:","Institute for Environmentally Compatible Process Technology (upt Ltd.), Im Stadtwald 47, D-66123 Saarbrücken, Germany (Email:"
27596,3,5-6,"UNESCO Centre for Membrane Science and Technology, University of New South Wales, Sydney, Australia 2052",NA
27600,3,5-6,"Department of Chemical Engineering, Technical University of Denmark, Building 229, 2800-Lyngby, Denmark (E-mail:","Department of Chemical Engineering, Technical University of Denmark, Building 229, 2800-Lyngby, Denmark (E-mail:"
27601,3,5-6,"Department of Manufacturing Engineering and Management, Technical University of Denmark, Building 424, DK 2800, Lyngby, Denmark (E-mail:","Department of Manufacturing Engineering and Management, Technical University of Denmark, Building 424, DK 2800, Lyngby, Denmark (E-mail:"
27602,3,5-6,"Department of Urban and Environmental Engineering, Hokkaido University, Kita-13 Nishi-8, Kita-ku Sapporo, 060-8628 Japan","Department of Urban and Environmental Engineering, Hokkaido University, Kita-13 Nishi-8, Kita-ku Sapporo, 060-8628 Japan"
27607,3,5-6,"Vito, Boeretang 200, B-2400 Mol, Belgium (E-mail:","Vito, Boeretang 200, B-2400 Mol, Belgium (E-mail:"
27609,3,5-6,"Department of Mechanical Engineering, Gerhard-Mercator-University of Duisburg, Bismarckstr. 90, D-47048 Duisburg, Germany and IWW Rheinisch-Westfälisches Institut für Wasserforschung gemeinnützige GmbH, Moritzstr. 26, D-45476 Mülheim an der Ruhr, Germany (E-mail:","Department of Mechanical Engineering, Gerhard-Mercator-University of Duisburg, Bismarckstr. 90, D-47048 Duisburg, Germany and IWW Rheinisch-Westfälisches Institut für Wasserforschung gemeinnützige GmbH, Moritzstr. 26, D-45476 Mülheim an der Ruhr, Germany (E-mail:"
27611,3,5-6,"Faculté de Génie Mécanique- Génie des Procédés, Laboratoire de Génie des Procédés - Environnement, Université des Sciences et de la Technologie H. B., B.P.32 El Alia 16111, Bab Ezzouar, Alger, Algerie (E-mail:","Faculté de Génie Mécanique- Génie des Procédés, Laboratoire de Génie des Procédés - Environnement, Université des Sciences et de la Technologie H. B., B.P.32 El Alia 16111, Bab Ezzouar, Alger, Algerie (E-mail:"
27614,3,5-6,"Department of Industrial Engineering and Management, Ben-Gurion University of The Negev, Beer-Sheva, 84105, Israel (E-mail:","Department of Industrial Engineering and Management, Ben-Gurion University of The Negev, Beer-Sheva, 84105, Israel (E-mail:"
27617,3,5-6,"Laboratoire Génie des Procédés de Montpellier II, GSPA, CC 024, Place Eugène Bataillon, 34095, Montpellier Cedex 05, France (E-mail:","Laboratoire Génie des Procédés de Montpellier II, GSPA, CC 024, Place Eugène Bataillon, 34095, Montpellier Cedex 05, France (E-mail:"
27619,3,5-6,"Department of Sanitary Engineering, Delft University of Technology, P.O. Box 5048, 2600 GA Delft, The Netherlands (E-mail:","Department of Sanitary Engineering, Delft University of Technology, P.O. Box 5048, 2600 GA Delft, The Netherlands (E-mail:"
25868,4,1,"Professor of Civil Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong (E-mail:","Professor of Civil Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong (E-mail:"
25870,4,1,"Department of Civil Engineering, Osaka Sangyo University, 3-1-1, Nakagaito, Daito, Osaka 574-8530, Japan (E-mail:","Department of Civil Engineering, Osaka Sangyo University, 3-1-1, Nakagaito, Daito, Osaka 574-8530, Japan (E-mail:"
25851,4,1,"Department of Civil Engineering, The National University of Singapore, 9, Engineering Drive 1, Singapore 117576","Department of Civil Engineering, The National University of Singapore, 9, Engineering Drive 1, Singapore 117576"
25853,4,1,"Vivendi Water Systems Taiwan Corporation, 4F, No.14, Lane 609, Sec.5, Chung-Shin Rd., Sanchung, Taipei County, Chinese Taiwan (E-mail:","Vivendi Water Systems Taiwan Corporation, 4F, No.14, Lane 609, Sec.5, Chung-Shin Rd., Sanchung, Taipei County, Chinese Taiwan (E-mail:"
25857,4,1,"Northwestern University, Department of Civil and Environmental Engineering, 2145 Sheridan Road, Evanston, IL 60208-3109, USA (E-mail:","Northwestern University, Department of Civil and Environmental Engineering, 2145 Sheridan Road, Evanston, IL 60208-3109, USA (E-mail:"
25865,4,1,"Department of Civil Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong SAR, P. R. China",NA
25938,4,2,"Faculty of Civil Engineering, Environmental & Water Resources Engineering, Technion, Haifa, Israel 32000",NA
25923,4,2,"Universidade Federal de Viçosa, Departamento de Engenharia Civil. 36571-000,Viçosa-MG, Brasil (E-mail:","Universidade Federal de Viçosa, Departamento de Engenharia Civil. 36571-000,Viçosa-MG, Brasil (E-mail:"
25925,4,2,"DynCorp Biology Studies Group, 6101 Stevenson Avenue, Alexandria, VA 22304, USA (Email:","DynCorp Biology Studies Group, 6101 Stevenson Avenue, Alexandria, VA 22304, USA (Email:"
25928,4,2,"Sydney Catchment Authority, Level 2, 311 High St, Penrith, N.S.W. 2751, Australia (E-mail:","Sydney Catchment Authority, Level 2, 311 High St, Penrith, N.S.W. 2751, Australia (E-mail:"
25930,4,2,"Faculty of Veterinary Medicine, Department of Food and Environmental Hygiene, Helsinki University, FIN-00014 Finland",NA
25942,4,2,"Department of Microbiology, Institute of Biomedical Sciences, University of São Paulo, Caixa Postal 66.208, CEP 05389-970, São Paulo, SP, Brazil (E-mail:","Department of Microbiology, Institute of Biomedical Sciences, University of São Paulo, Caixa Postal 66.208, CEP 05389-970, São Paulo, SP, Brazil (E-mail:"
25919,4,2,"Laboratório de Análises, Instituto Superior Téco , Av. Rovisco Pais, 1049-001 Lisboa, Portugal (E-mail:","Laboratório de Análises, Instituto Superior Téco , Av. Rovisco Pais, 1049-001 Lisboa, Portugal (E-mail:"
25920,4,2,"Environmental Microbiology Group, Pacific Northwest National Laboratory, 902 Battelle Blvd., MS P7-50, Richland, Washington 99352, USA (E-mail:","Environmental Microbiology Group, Pacific Northwest National Laboratory, 902 Battelle Blvd., MS P7-50, Richland, Washington 99352, USA (E-mail:"
25902,4,3,"Thames Water Research and Technology, Spencer House, Manor Farm Road, Reading, UK, RG2 0JN",NA
25910,4,3,"Water Management Strategist, Rand Water, P O Box 1227, Johannesburg, 2000 Republic of South Africa",NA
25897,4,3,"City of Austin Water Conservation Program, P.O. Box 1088, Austin, TX 78767",NA
25924,4,4,"US Geological Survey, P.O. Box 25046, MS 408, Denver Federal Center, Denver, Colorado, 80225","US Geological Survey, P.O. Box 25046, MS 408, Denver Federal Center, Denver, Colorado, 80225"
25966,4,4,"Department of Civil and Environmental Engineering, University of Massachusetts, Amherst, MA 01003","Department of Civil and Environmental Engineering, University of Massachusetts, Amherst, MA 01003"
25969,4,4,"Cincinnati Water Works, 5651 Kellogg Avenue, Cincinnati, Ohio 45228","Cincinnati Water Works, 5651 Kellogg Avenue, Cincinnati, Ohio 45228"
25974,4,4,"CRC for Water Quality and Treatment, Australian Water Quality Centre, PMB 3, Salisbury, South Australia, 5108","CRC for Water Quality and Treatment, Australian Water Quality Centre, PMB 3, Salisbury, South Australia, 5108"
25976,4,4,"School of Water Sciences, Cranfield University, Cranfield, Bedfordshire, MK43 OAL","School of Water Sciences, Cranfield University, Cranfield, Bedfordshire, MK43 OAL"
25926,4,4,"School of Civil and Chemical Engineering, RMIT University (E-mail:","School of Civil and Chemical Engineering, RMIT University (E-mail:"
25931,4,4,"School of Water Sciences, Cranfield University, Cranfield, Bedfordshire, MK43 0AL, UK (E-mail:","School of Water Sciences, Cranfield University, Cranfield, Bedfordshire, MK43 0AL, UK (E-mail:"
25932,4,4,"Dept. of Env. Eng., SUN YAT-SEN Univ., 510275 Guangzhou, P. R. China (E-mail:","Dept. of Env. Eng., SUN YAT-SEN Univ., 510275 Guangzhou, P. R. China (E-mail:"
25935,4,4,"Australian Water Quality Centre, SA Water Corporation, Private Mail Bag 3, Salisbury, South Australia 5108",NA
25937,4,4,"School of Water Sciences, Cranfield University, Cranfield, Bedfordshire, MK43 OAL","School of Water Sciences, Cranfield University, Cranfield, Bedfordshire, MK43 OAL"
25940,4,4,"Department of Civil Engineering, Gifu University, Yanagido 1-1, Gifu 501-1193 Japan","Department of Civil Engineering, Gifu University, Yanagido 1-1, Gifu 501-1193 Japan"
25950,4,4,"Institute of Environmental Science & Engineering, Nanyang Technological University, Innovation Center (NTU), Block 2, Unit 237, 18 Nanyang Drive, Singapore 637723","Institute of Environmental Science & Engineering, Nanyang Technological University, Innovation Center (NTU), Block 2, Unit 237, 18 Nanyang Drive, Singapore 637723"
25955,4,4,"Sydney Water Corporation, PO Box 73 West Ryde NSW 2114 Australia (E-mail:","Sydney Water Corporation, PO Box 73 West Ryde NSW 2114 Australia (E-mail:"
25956,4,4,"Drinking Water Research Center, Department of Environmental Sciences and Engineering, School of Public Health, University of North Carolina, Chapel Hill, NC 27599-7431, USA (E-mail:","Drinking Water Research Center, Department of Environmental Sciences and Engineering, School of Public Health, University of North Carolina, Chapel Hill, NC 27599-7431, USA (E-mail:"
26048,4,5-6,"UMR CNRS 6144, GEPEA Ecole des Mines de Nantes, DSEE, 4 rue Alfred Kastler, 44300 Nantes, France (E-mail: ,","UMR CNRS 6144, GEPEA Ecole des Mines de Nantes, DSEE, 4 rue Alfred Kastler, 44300 Nantes, France (E-mail: ,"
26023,4,5-6,"Environment and Resources DTU. Technical University of Denmark, Building 115, DK-2800 Kgs. Lyngby. Denmark","Environment and Resources DTU. Technical University of Denmark, Building 115, DK-2800 Kgs. Lyngby. Denmark"
26030,4,5-6,"Department of Environmental Science and Engineering, Tsinghua University, Beijing P.R. China 100084 (E-mail:","Department of Environmental Science and Engineering, Tsinghua University, Beijing P.R. China 100084 (E-mail:"
26042,4,5-6,"School of Water Sciences, Cranfield University, Bedfordshire MK43 0AL, U.K.",NA
26044,4,5-6,"Department of Hydraulics, Transportation and Roads, University of Rome “La Sapienza”, via Eudossiana 18, 00184 Rome, Italy (E-mail:","Department of Hydraulics, Transportation and Roads, University of Rome “La Sapienza”, via Eudossiana 18, 00184 Rome, Italy (E-mail:"
25985,4,5-6,"University of Salerno, Department of Civil Engineering, I-84084 Fisciano (SA), Italy (E-mail:","University of Salerno, Department of Civil Engineering, I-84084 Fisciano (SA), Italy (E-mail:"
25986,4,5-6,"School of Water Sciences, Cranfield University, Cranfield, Bedfordshire MK43 0AL, UK (E-mail:","School of Water Sciences, Cranfield University, Cranfield, Bedfordshire MK43 0AL, UK (E-mail:"
25990,4,5-6,"Marmara University, Faculty of Engineering, Department of Environmental Engineering, Goztepe 34722, Istanbul, Turkey (E-mail:","Marmara University, Faculty of Engineering, Department of Environmental Engineering, Goztepe 34722, Istanbul, Turkey (E-mail:"
25992,4,5-6,"Instituto de Pesquisas Energéticas e Nucleares – IPEN – CNEN/SP, Cidade Universitária Armando Salles de Oliveira – USP, Travessa R, 400-Caixa Postal 11049, 05508-900, São Paulo, Brazil (E-mail:","Instituto de Pesquisas Energéticas e Nucleares – IPEN – CNEN/SP, Cidade Universitária Armando Salles de Oliveira – USP, Travessa R, 400-Caixa Postal 11049, 05508-900, São Paulo, Brazil (E-mail:"
25993,4,5-6,"Instituto de Investigaciones Eléctricas. Calle Reforma 113, Col. Palmira, 62490 Cuernavaca, Mor., México (E-mail:","Instituto de Investigaciones Eléctricas. Calle Reforma 113, Col. Palmira, 62490 Cuernavaca, Mor., México (E-mail:"
25995,4,5-6,"University of Oulu, Department of Process and Environmental Engineering, Water Resources and Environmental Engineering Laboratory, P.O. BOX 4300, FIN-90 014 University of Oulu, Finland Corresponding author:","University of Oulu, Department of Process and Environmental Engineering, Water Resources and Environmental Engineering Laboratory, P.O. BOX 4300, FIN-90 014 University of Oulu, Finland Corresponding author:"
25997,4,5-6,"Instituto de Ingeniería, UNAM, Apdo. Postal 70-472 Coyoacán, 04510 México, D. F.","Instituto de Ingeniería, UNAM, Apdo. Postal 70-472 Coyoacán, 04510 México, D. F."
25998,4,5-6,"University of the Federal Armed Forces Munich, Institute of Hydroscience, Sanitary Engineering and Waste Management, Werner-Heisenberg-Weg 39, Munich, Germany (E-mail:","University of the Federal Armed Forces Munich, Institute of Hydroscience, Sanitary Engineering and Waste Management, Werner-Heisenberg-Weg 39, Munich, Germany (E-mail:"
26004,4,5-6,"CIMA, Centre of Marine & Environmental Research, Faculty of Marine and Environmental Sciences, University of Algarve, Campus de Gambelas, 8005-139 Faro, Portugal (E-mail:","CIMA, Centre of Marine & Environmental Research, Faculty of Marine and Environmental Sciences, University of Algarve, Campus de Gambelas, 8005-139 Faro, Portugal (E-mail:"
26008,4,5-6,"Chemical Engineering Department, Instituto Superior Técnico, Av. Rovisco Pais, 1, 1049-001 Lisbon, Portugal (E-mail:","Chemical Engineering Department, Instituto Superior Técnico, Av. Rovisco Pais, 1, 1049-001 Lisbon, Portugal (E-mail:"
26010,4,5-6,"Department of Environmental Engineering, National Cheng Kung University, Tainan 70101, Chinese Taiwan (E-mail:","Department of Environmental Engineering, National Cheng Kung University, Tainan 70101, Chinese Taiwan (E-mail:"
26012,4,5-6,"Environmental Engineering,University of Wollongong, NSW 2522, Australia (E-mail:","Environmental Engineering,University of Wollongong, NSW 2522, Australia (E-mail:"
26014,4,5-6,"Department of Civil, Construction and Environmental Engineering, Oregon State University, Corvallis, Oregon 97331, U.S.A. (E-mail:","Department of Civil, Construction and Environmental Engineering, Oregon State University, Corvallis, Oregon 97331, U.S.A. (E-mail:"
26024,4,5-6,"Department of Civil and Environmental Engineering, National University of Kaohsiung, 811 Kaohsiung, Chinese Taiwan",NA
26025,4,5-6,"Department of Bio-Function Science, Faculty of Pharmaceutical Sciences, Kyushu University, 3-1-1 maidashi, Higashi, Fukuoka, 812-8582, Japan (E-mail:","Department of Bio-Function Science, Faculty of Pharmaceutical Sciences, Kyushu University, 3-1-1 maidashi, Higashi, Fukuoka, 812-8582, Japan (E-mail:"
26026,4,5-6,"Istituto di Ricerca Sulle Acque, C.N.R., Sezione di Bari, Via F. De Blasio 5, 70123 Bari, Italy (E-mail:","Istituto di Ricerca Sulle Acque, C.N.R., Sezione di Bari, Via F. De Blasio 5, 70123 Bari, Italy (E-mail:"
26027,4,5-6,"Department of Urban Engineering, University of Tokyo, 7-3-1 Hongo, Bunkyo, Tokyo 113-8656, Japan (E-mail:","Department of Urban Engineering, University of Tokyo, 7-3-1 Hongo, Bunkyo, Tokyo 113-8656, Japan (E-mail:"
26028,4,5-6,"LG Environmental Strategy Institute, Seoul, 120-749, Korea (E-mail:","LG Environmental Strategy Institute, Seoul, 120-749, Korea (E-mail:"
26029,4,5-6,"CIMA, Faculty of Marine and Environmental Sciences, University of Algarve, Campus de Gambelas, 8005-139 Faro, Portugal (E-mail:","CIMA, Faculty of Marine and Environmental Sciences, University of Algarve, Campus de Gambelas, 8005-139 Faro, Portugal (E-mail:"
26032,4,5-6,"Civil Eng. Dept., Instituto Superior Técnico, Av. Rovisco Pais, 1049-001 Lisbon, Portugal (E-mail:","Civil Eng. Dept., Instituto Superior Técnico, Av. Rovisco Pais, 1049-001 Lisbon, Portugal (E-mail:"
26033,4,5-6,"Via Marco Polo n. 50, 95126 Catania, Italy (E-mail:","Via Marco Polo n. 50, 95126 Catania, Italy (E-mail:"
26036,4,5-6,"Département Environnement et Santé Publique, Service d'Etudes et de Recherches en Environnement et Santé, UHP Nancy I, Faculté de Médecine, 9 avenue de la Forêt de Haye, BP184, 54505 Vandoeuvre-lès-Nancy, France (E-mail:","Département Environnement et Santé Publique, Service d'Etudes et de Recherches en Environnement et Santé, UHP Nancy I, Faculté de Médecine, 9 avenue de la Forêt de Haye, BP184, 54505 Vandoeuvre-lès-Nancy, France (E-mail:"
26037,4,5-6,Australian Water Quality Centre,NA
26039,4,5-6,"Waterworks Research Institute, Seoul Metropolitan Government, 130-1 Gui2, Gwangjin, Seoul 143-820, Republic of Korea (E-mail:","Waterworks Research Institute, Seoul Metropolitan Government, 130-1 Gui2, Gwangjin, Seoul 143-820, Republic of Korea (E-mail:"
25961,5,1,"Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea (E-mail:","Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea (E-mail:"
25968,5,1,"Copenhagen Energy, Water Department, Sections for Water Quality and Resources, Vognmagergade 8, DK-1149 Copenhagen K, Denmark (E-mail:","Copenhagen Energy, Water Department, Sections for Water Quality and Resources, Vognmagergade 8, DK-1149 Copenhagen K, Denmark (E-mail:"
25970,5,1,"WRP (Pty) Ltd, PO Box 1522, Brooklyn Square, Pretoria 0075 South Africa (E-mail:",NA
25972,5,1,"The Firs, Station Road, Alvescot, Bampton, Oxfordshire OX18 2PS, UK (E-mail:","The Firs, Station Road, Alvescot, Bampton, Oxfordshire OX18 2PS, UK (E-mail:"
25975,5,1,"Department of Civil & Environmental Engineering, University of Tennessee, Knoxville, TN 37996, USA(E-mail:","Department of Civil & Environmental Engineering, University of Tennessee, Knoxville, TN 37996, USA(E-mail:"
25963,5,1,"Mexican Institute of Water Technology, Paseo Cuauhnahuac 8532, Col. Progreso, Jiutepec, Morelos, México, C.P. 62500","Mexican Institute of Water Technology, Paseo Cuauhnahuac 8532, Col. Progreso, Jiutepec, Morelos, México, C.P. 62500"
25965,5,1,"Regional Policy Officer, Food and Agriculture Organization, Regional Office for the Near East, Cairo, Egypt (E-mail:","Regional Policy Officer, Food and Agriculture Organization, Regional Office for the Near East, Cairo, Egypt (E-mail:"
25982,5,2,"TU Dresden, Chair of Urban Engineering, D-01062 Dresden, Germany, (E-mail:","TU Dresden, Chair of Urban Engineering, D-01062 Dresden, Germany, (E-mail:"
26018,5,2,"Department of Civil and Environmental Eng, KAIST (Korea Advanced Institute of Science and Technology), Daejon, 305-701, Korea, (E-mail:","Department of Civil and Environmental Eng, KAIST (Korea Advanced Institute of Science and Technology), Daejon, 305-701, Korea, (E-mail:"
25996,5,2,"Dipartimento di Sanità Pubblica, Università di Cagliari (Italy) Via GT Porcell 4, 09100 Cagliari, (Italy)",NA
26001,5,2,Graduate of Tokyo Metropolitan University (Pacific Consultants International) (E-mail:,Graduate of Tokyo Metropolitan University (Pacific Consultants International) (E-mail:
26003,5,2,"Dept. of Civil Engr., Sunmoon University, Asan-si, Chungnam, South Korea, 336-708 (E-mail:","Dept. of Civil Engr., Sunmoon University, Asan-si, Chungnam, South Korea, 336-708 (E-mail:"
26006,5,2,"Kiwa Water Research, Groningenhaven 7, Nieuwegein, 3433 PE, The Netherlands, (E-mail:","Kiwa Water Research, Groningenhaven 7, Nieuwegein, 3433 PE, The Netherlands, (E-mail:"
