paperid,volume,issue,paper_url,journal,title,published_year,is_supp,num_supp,supp_file_type,supp_url,num_authors,first_author_name,first_author_affiliation,first_author_affiliation_country,first_author_orcid,correspondence_author_name,correspondence_author_affiliation,correspondence_author_affiliation_country,correspondence_author_orcid,has_das,das,das_type,das_repo_url,keywords,doi,url_source
2886,12,2,https://iwaponline.com/jwh/article/12/2/288/2886/Ceramic-water-filters-impregnated-with-silver,Journal of Water and Health,"Ceramic water filters impregnated with silver nanoparticles as a point-of-use water-treatment intervention for HIV-positive individuals in Limpopo Province, South Africa: a pilot study of technological performance and human health benefits",2014,FALSE,0,NA,NA,10,Lydia Shawel Abebe,"Department of Civil and Environmental Engineering, University of Virginia, PO Box 400742, 351 McCormick Road, Thornton Hall, Rm. B228, Charlottesville, VA 22908, USA",United States of America,NA,Rebecca Dillingham,"Department of Medicine, University of Virginia, PO Box 801379, Charlottesville, VA, USA",United States of America,NA,FALSE,NA,NA,NA,ceramic water filters; Cryptosporidium parvum; HIV; point-of-use; South Africa,10.2166/wh.2013.185,iwaponline.com
2887,12,2,https://iwaponline.com/jwh/article/12/2/301/2887/Quantitative-microbial-risk-assessment-related-to,Journal of Water and Health,"Quantitative microbial risk assessment related to urban wastewater and lagoon water reuse in Abidjan, Côte d'Ivoire",2014,FALSE,0,NA,NA,6,R. I. Yapo,"Centre Suisse de Recherches Scientifiques de Côte d'Ivoire (CSRS), 01 B.P. 1303 Abidjan 01, Abidjan, Côte d'Ivoire",Côte d’Ivoire,NA,H. Nguyen-Viet,"Swiss Tropical and Public Health Institute (Swiss TPH), Socinstrasse 57, CH-4002 Basel, Switzerland and University of Basel, Basel, Switzerland",Switzerland,NA,FALSE,NA,NA,NA,diarrhoea; E. coli; G. lamblia; QMRA; risk assessment; wastewater,10.2166/wh.2013.051,iwaponline.com
2888,12,2,https://iwaponline.com/jwh/article/12/2/310/2888/Microbiological-assessment-of-private-groundwater,Journal of Water and Health,Microbiological assessment of private groundwater-derived potable water supplies in the Mid-West Region of Ireland,2014,FALSE,0,NA,NA,3,Jean O'Dwyer,"Department of Chemical and Environmental Sciences, Microbiology Laboratory, Centre for Environmental Research, University of Limerick, Limerick, Ireland",Ireland,NA,Jean O'Dwyer,"Department of Chemical and Environmental Sciences, Microbiology Laboratory, Centre for Environmental Research, University of Limerick, Limerick, Ireland",Ireland,NA,FALSE,NA,NA,NA,climatology; E. coli; geographical information system; groundwater vulnerability; hydrogeology; logistic regression,10.2166/wh.2014.178,iwaponline.com
2889,12,2,https://iwaponline.com/jwh/article/12/2/318/2889/Factors-influencing-householders-access-to,Journal of Water and Health,"Factors influencing householders' access to improved water in low-income urban areas of Accra, Ghana",2014,FALSE,0,NA,NA,3,Ayisha Matuamo Mahama,"Institute of Statistical, Social and Economic Research, University of Ghana, Post Office Box LG74, Legon, Accra, Ghana",Ghana,NA,Kwabena Asomanin Anaman,"Institute of Statistical, Social and Economic Research, University of Ghana, Post Office Box LG74, Legon, Accra, Ghana",Ghana,NA,FALSE,NA,NA,NA,Accra; Ghana; water demand; water quality; water supply,10.2166/wh.2014.149,iwaponline.com
2890,12,2,https://iwaponline.com/jwh/article/12/2/332/2890/Removal-of-indigenous-coliphages-and-enteric,Journal of Water and Health,Removal of indigenous coliphages and enteric viruses during riverbank filtration from highly polluted river water in Delhi (India),2014,FALSE,0,NA,NA,10,C. Sprenger,"Free University of Berlin, Malteserstrasse 74-100, Berlin, Germany",Germany,NA,J. M. Lopez-Pila,"Umweltbundesamt (Federal Environmental Agency), Corrensplatz 1, Berlin, Germany",Germany,NA,FALSE,NA,NA,NA,coliphages; drinking water; enteric viruses; polluted rivers; riverbank filtration,10.2166/wh.2014.134,iwaponline.com
2891,12,2,https://iwaponline.com/jwh/article/12/2/343/2891/Safety-of-packaged-water-distribution-limited-by,Journal of Water and Health,Safety of packaged water distribution limited by household recontamination in rural Cambodia,2014,FALSE,0,NA,NA,2,Emily J. Holman,"Department of Disease Control, Faculty of Infectious and Tropical Diseases, London School of Hygiene and Tropical Medicine, London WC1E 7HT, UK",United Kingdom of Great Britain and Northern Ireland,NA,Joe Brown,"School of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, GA 30332, USA",United States of America,NA,FALSE,NA,NA,NA,kiosks; packaged water; water quality; water storage,10.2166/wh.2013.118,iwaponline.com
2892,12,2,https://iwaponline.com/jwh/article/12/2/348/2892/Microbial-source-tracking-and-spatial-analysis-of,Journal of Water and Health,Microbial source tracking and spatial analysis of E. coli contaminated private well waters in southeastern Ontario,2014,FALSE,0,NA,NA,9,Julia Krolik,"Public Health Ontario Laboratories, 181 Barrie Street, Kingston, Ontario, Canada K7L 4V6",Canada,NA,Anna Majury,"Public Health Ontario Laboratories, 181 Barrie Street, Kingston, Ontario, Canada K7L 4V6",Canada,NA,FALSE,NA,NA,NA,cluster; fecal contamination; private drinking water; public health; source tracking,10.2166/wh.2013.192,iwaponline.com
485,12,3,https://iwaponline.com/jwh/article/12/3/359/485/An-overview-of-pool-and-spa-regulations-in,Journal of Water and Health,An overview of pool and spa regulations in Mediterranean countries with a focus on the tourist industry,2014,FALSE,0,NA,NA,5,Athena Mavridou,"Department of Medical Laboratories, Technological Educational Institution of Athens, Ag Spyridona, 12210 Aigaleo, Greece",Greece,NA,Athena Mavridou,"Department of Medical Laboratories, Technological Educational Institution of Athens, Ag Spyridona, 12210 Aigaleo, Greece",Greece,NA,FALSE,NA,NA,NA,hygiene; Mediterranean area; regulations; spa; swimming pools; tourism,10.2166/wh.2014.188,iwaponline.com
486,12,3,https://iwaponline.com/jwh/article/12/3/372/486/Arsenic-in-private-drinking-water-wells-an,Journal of Water and Health,Arsenic in private drinking water wells: an assessment of jurisdictional regulations and guidelines for risk remediation in North America,2014,FALSE,0,NA,NA,8,Heather Chappells,"Department of Pediatrics, Dalhousie University, Population Cancer Research Program, 1494 Carlton Street, PO Box 15000, Halifax, Nova Scotia, B3H 4R2, Canada",Canada,NA,Heather Chappells,"Department of Pediatrics, Dalhousie University, Population Cancer Research Program, 1494 Carlton Street, PO Box 15000, Halifax, Nova Scotia, B3H 4R2, Canada",Canada,NA,FALSE,NA,NA,NA,arsenic; drinking water; North America; private wells; public health; risk remediation,10.2166/wh.2014.054,iwaponline.com
487,12,3,https://iwaponline.com/jwh/article/12/3/393/487/Influence-of-solar-water-disinfection-on-immunity,Journal of Water and Health,Influence of solar water disinfection on immunity against cholera – a review,2014,FALSE,0,NA,NA,4,Cornelius Cano Ssemakalu,"Faculty of Applied and Computer Sciences, Vaal University of Technology, Vanderbijlpark 1900, South Africa",South Africa,NA,Michael Pillay,"Faculty of Applied and Computer Sciences, Vaal University of Technology, Vanderbijlpark 1900, South Africa",South Africa,NA,FALSE,NA,NA,NA,cholera; SODIS; solar ultraviolet radiation; vaccine; V. cholerae; waterborne disease,10.2166/wh.2014.158,iwaponline.com
489,12,3,https://iwaponline.com/jwh/article/12/3/399/489/Risk-factors-and-monitoring-for-water-quality-to,Journal of Water and Health,Risk factors and monitoring for water quality to determine best management practices for splash parks,2014,FALSE,0,NA,NA,4,H. de Man,"Division of Veterinary Public Health (VPH), Institute for Risk Assessment Sciences, P.O. Box 80175, 3508 TD Utrecht, The Netherlands",Netherlands,NA,H. de Man,"Division of Veterinary Public Health (VPH), Institute for Risk Assessment Sciences, P.O. Box 80175, 3508 TD Utrecht, The Netherlands",Netherlands,NA,FALSE,NA,NA,NA,best management practices; fecal contamination; gastroenteritis; interactive water features; source water; water quality,10.2166/wh.2014.127,iwaponline.com
490,12,3,https://iwaponline.com/jwh/article/12/3/404/490/Effects-of-ultraviolet-light-disinfection-on,Journal of Water and Health,Effects of ultraviolet light disinfection on tetracycline-resistant bacteria in wastewater effluents,2014,FALSE,0,NA,NA,4,H. Childress,"Department of Biological and Agricultural Engineering, Texas A&M University, 2117 TAMU, College Station, TX 77843-2117, USA",United States of America,NA,R. Karthikeyan,"Department of Biological and Agricultural Engineering, Texas A&M University, 2117 TAMU, College Station, TX 77843-2117, USA",United States of America,NA,FALSE,NA,NA,NA,antibiotic-resistant bacteria; disinfection; reactivation; wastewater,10.2166/wh.2013.257,iwaponline.com
491,12,3,https://iwaponline.com/jwh/article/12/3/410/491/Influence-of-wastewater-disinfection-on-densities,Journal of Water and Health,Influence of wastewater disinfection on densities of culturable fecal indicator bacteria and genetic markers,2014,FALSE,0,NA,NA,4,Eunice C. Chern,"U.S. Environmental Protection Agency, Office of Research and Development, National Exposure Research Laboratory, 26 W. Martin Luther King Dr., Cincinnati, OH 45268, USA",United States of America,NA,Richard A. Haugland,"U.S. Environmental Protection Agency, Office of Research and Development, National Exposure Research Laboratory, 26 W. Martin Luther King Dr., Cincinnati, OH 45268, USA",United States of America,NA,FALSE,NA,NA,NA,disinfection; FIB; qPCR; wastewater,10.2166/wh.2013.179,iwaponline.com
492,12,3,https://iwaponline.com/jwh/article/12/3/418/492/Recovery-of-microorganisms-on-fabric-materials,Journal of Water and Health,Recovery of microorganisms on fabric materials after low water temperature washing with non-oxidizing acidic bleaching formulation by culture method,2014,FALSE,0,NA,NA,3,Jaesung Lee,"Department of Food Science and Technology, Ohio State University, 2015 Fyffe Road, Columbus, OH 43210, USA",United States of America,NA,Jaesung Lee,"Department of Food Science and Technology, Ohio State University, 2015 Fyffe Road, Columbus, OH 43210, USA",United States of America,NA,FALSE,NA,NA,NA,decontamination; fabric washing; food-grade acidic formulation; sanitation,10.2166/wh.2014.194,iwaponline.com
493,12,3,https://iwaponline.com/jwh/article/12/3/426/493/High-prevalence-of-multidrug-resistant-Escherichia,Journal of Water and Health,"High prevalence of multidrug-resistant Escherichia coli and Enterococcus spp. in river water, upstream and downstream of a wastewater treatment plant",2014,FALSE,0,NA,NA,5,Lucinda J. Bessa,"CIIMAR – Interdisciplinary Center for Marine and Environmental Research, University of Porto, Rua do Bragas n. 289, 4050–123 Porto, Portugal",Portugal,NA,Lucinda J. Bessa,"CIIMAR – Interdisciplinary Center for Marine and Environmental Research, University of Porto, Rua do Bragas n. 289, 4050–123 Porto, Portugal",Portugal,NA,FALSE,NA,NA,NA,faecal contamination; multidrug-resistant E. coli; river water; vancomycin-resistant enterococci,10.2166/wh.2014.160,iwaponline.com
495,12,3,https://iwaponline.com/jwh/article/12/3/436/495/Chlorine-inactivation-of-hepatitis-E-virus-and,Journal of Water and Health,Chlorine inactivation of hepatitis E virus and human adenovirus 2 in water,2014,FALSE,0,NA,NA,6,Rosina Girones,"Department of Microbiology, Faculty of Biology, University of Barcelona, Avd. Diagonal 643, Barcelona, 08028, Catalonia, Spain",Spain,NA,Rosina Girones,"Department of Microbiology, Faculty of Biology, University of Barcelona, Avd. Diagonal 643, Barcelona, 08028, Catalonia, Spain",Spain,NA,FALSE,NA,NA,NA,chlorine; disinfection; HAdV 2; HEV; sewage; water,10.2166/wh.2014.027,iwaponline.com
496,12,3,https://iwaponline.com/jwh/article/12/3/443/496/Direct-injection-ion-chromatography-for-the,Journal of Water and Health,"Direct injection ion chromatography for the control of chlorinated drinking water: simultaneous estimation of nine haloacetic acids and quantitation of bromate, chlorite and chlorate along with the major inorganic anions",2014,FALSE,0,NA,NA,6,Rafael J. Garcia-Villanova,"Departamento de Química Analítica, Nutrición y Bromatología. Facultad de Farmacia, Universidad de Salamanca, Campus ‘Miguel de Unamuno’, E-37007 Salamanca, Spain",Spain,NA,Rafael J. Garcia-Villanova,"Departamento de Química Analítica, Nutrición y Bromatología. Facultad de Farmacia, Universidad de Salamanca, Campus ‘Miguel de Unamuno’, E-37007 Salamanca, Spain",Spain,NA,FALSE,NA,NA,NA,bromate; chlorate; chlorite; direct injection ion chromatography; disinfection by-products; haloacetic acids analysis,10.2166/wh.2014.180,iwaponline.com
497,12,3,https://iwaponline.com/jwh/article/12/3/452/497/Investigation-and-control-of-a-Norovirus-outbreak,Journal of Water and Health,Investigation and control of a Norovirus outbreak of probable waterborne transmission through a municipal groundwater system,2014,FALSE,0,NA,NA,17,Giovanni M. Giammanco,"Dipartimento di Scienze per la Promozione della Salute e Materno Infantile ‘G. D'Alessandro’, Università di Palermo (DSHP-MCC, Department of Sciences for Health Promotion and Mother-Child Care, University of Palermo), Palermo, Italy",Italy,NA,Giovanni M. Giammanco,"Dipartimento di Scienze per la Promozione della Salute e Materno Infantile ‘G. D'Alessandro’, Università di Palermo (DSHP-MCC, Department of Sciences for Health Promotion and Mother-Child Care, University of Palermo), Palermo, Italy",Italy,NA,FALSE,NA,NA,NA,drinking water; Italy; Norovirus; outbreak; waterborne,10.2166/wh.2014.227,iwaponline.com
498,12,3,https://iwaponline.com/jwh/article/12/3/465/498/Urban-water-reuse-microbial-pathogens-control-by,Journal of Water and Health,Urban water reuse: microbial pathogens control by direct filtration and ultraviolet disinfection,2014,FALSE,0,NA,NA,5,Ricardo de Lima Isaac,"Department of Sanitation and Environment, School of Civil Engineering, Architecture and Urban Design, University of Campinas, UNICAMP – P.O. Box 6021, ZIP Code 13083-852, Campinas, Sao Paulo State, Brazil",Brazil,NA,Ricardo de Lima Isaac,"Department of Sanitation and Environment, School of Civil Engineering, Architecture and Urban Design, University of Campinas, UNICAMP – P.O. Box 6021, ZIP Code 13083-852, Campinas, Sao Paulo State, Brazil",Brazil,NA,FALSE,NA,NA,NA,bacteria; eggs; granular filtration; helminths protozoa; wastewater reclamation,10.2166/wh.2014.221,iwaponline.com
499,12,3,https://iwaponline.com/jwh/article/12/3/474/499/In-vivo-genotoxicity-of-treated-water-containing,Journal of Water and Health,In vivo genotoxicity of treated water containing the cylindrospermopsin-producer Cylindrospermopsis raciborskii,2014,FALSE,0,NA,NA,5,A. L. Fonseca,"Institute of Natural Resources – Federal University of Itajubá, Minas Gerais, Brazil and Universidade Federal de Itajubá, Instituto de Recursos Naturais, Av. BPS, 1303, Bairro Pinherinho, Itajubá CEP: 37500-903, Minas Gerais, Brazil",Brazil,NA,A. L. Fonseca,"Institute of Natural Resources – Federal University of Itajubá, Minas Gerais, Brazil and Universidade Federal de Itajubá, Instituto de Recursos Naturais, Av. BPS, 1303, Bairro Pinherinho, Itajubá CEP: 37500-903, Minas Gerais, Brazil",Brazil,NA,FALSE,NA,NA,NA,chlorination; comet assay; cylindrospermopsin; drinking water; micronucleus test,10.2166/wh.2014.087,iwaponline.com
501,12,3,https://iwaponline.com/jwh/article/12/3/484/501/Perceived-agricultural-runoff-impact-on-drinking,Journal of Water and Health,Perceived agricultural runoff impact on drinking water,2014,FALSE,0,NA,NA,2,Andrea Crampton,"School of Biomedical Sciences, Charles Sturt University, Wagga Wagga, NSW, Australia",Australia,NA,Andrea Crampton,"School of Biomedical Sciences, Charles Sturt University, Wagga Wagga, NSW, Australia",Australia,NA,FALSE,NA,NA,NA,chemicals; drinking water; pollution; rural; tank water; water policy,10.2166/wh.2014.212,iwaponline.com
502,12,3,https://iwaponline.com/jwh/article/12/3/492/502/Degradation-of-atrazine-by-microbial-consortium-in,Journal of Water and Health,Degradation of atrazine by microbial consortium in an anaerobic submerged biological filter,2014,FALSE,0,NA,NA,4,Simin Nasseri,"Center for Water Quality Research, Institute for Environmental Research, Tehran University of Medical Sciences, Tehran, Iran and Department of Environmental Health Engineering, School of Public Health, Tehran University of Medical Sciences, Tehran, Iran",Iran (Islamic Republic of),NA,Zahra Derakhshan,"Research Committee, Shiraz University of Medical Sciences, Shiraz, Iran",Iran (Islamic Republic of),NA,FALSE,NA,NA,NA,atrazine; biodegradation; environment; herbicide; microbial consortium,10.2166/wh.2014.162,iwaponline.com
503,12,3,https://iwaponline.com/jwh/article/12/3/504/503/High-frequency-of-Helicobacter-pylori-DNA-in,Journal of Water and Health,"High frequency of Helicobacter pylori DNA in drinking water in Kermanshah, Iran, during June–November 2012",2014,FALSE,0,NA,NA,5,Alvandi Amirhooshang,"Microbiology Department, Faculty of Medicine, Kermanshah University of Medical Sciences, Shirudi blvd., Parastar blvd, Postal code: 6714869914, Kermanshah, Iran",Iran (Islamic Republic of),NA,Alvandi Amirhooshang,"Microbiology Department, Faculty of Medicine, Kermanshah University of Medical Sciences, Shirudi blvd., Parastar blvd, Postal code: 6714869914, Kermanshah, Iran",Iran (Islamic Republic of),NA,FALSE,NA,NA,NA,drinking water; Helicobacter pylori; PCR; ureC gene,10.2166/wh.2013.150,iwaponline.com
504,12,3,https://iwaponline.com/jwh/article/12/3/513/504/Water-quality-and-microbial-diversity-in-cisterns,Journal of Water and Health,Water quality and microbial diversity in cisterns from semiarid areas in Brazil,2014,FALSE,0,NA,NA,5,Fellipe Alves,"Laboratory of Environmental Engineering, Academic Center of the Agreste, Federal University of Pernambuco. Rodovia BR-104, Km 62, Nova Caruaru. Caruaru – PE, Brazil. CEP: 55002-970",NA,NA,Savia Gavazza,"Laboratory of Environmental Engineering, Academic Center of the Agreste, Federal University of Pernambuco. Rodovia BR-104, Km 62, Nova Caruaru. Caruaru – PE, Brazil. CEP: 55002-970",NA,NA,FALSE,NA,NA,NA,cisterns; first flush; microbial diversity; PCR-DGGE; rainwater quality; semiarid,10.2166/wh.2014.139,iwaponline.com
505,12,3,https://iwaponline.com/jwh/article/12/3/526/505/Human-adenovirus-HAdV-human-enterovirus-hEV-and,Journal of Water and Health,"Human adenovirus (HAdV), human enterovirus (hEV), and genogroup A rotavirus (GARV) in tap water in southern Brazil",2014,FALSE,0,NA,NA,14,M. Kluge,"Laboratório de Microbiologia Molecular (LMM), Instituto de Ciências da Saúde (ICS), Universidade Feevale, Novo Hamburgo, RS, Brazil",Brazil,NA,F. R. Spilki,"Laboratório de Microbiologia Molecular (LMM), Instituto de Ciências da Saúde (ICS), Universidade Feevale, Novo Hamburgo, RS, Brazil",Brazil,NA,FALSE,NA,NA,NA,GARV; HAdV; hEV; tap water; virological analysis of water,10.2166/wh.2014.202,iwaponline.com
506,12,3,https://iwaponline.com/jwh/article/12/3/533/506/Groundwater-arsenic-in-Chimaltenango-Guatemala,Journal of Water and Health,"Groundwater arsenic in Chimaltenango, Guatemala",2014,FALSE,0,NA,NA,6,Jason T. Lotter,"School of Public Health, Environmental and Occupational Health Sciences Division, University of Illinois at Chicago, 2121 W Taylor Street, Chicago, IL 60612, USA",United States of America,NA,Steven E. Lacey,"Fairbanks School of Public Health, Department of Environmental Health Science, Indiana University, 714 N Senate Avenue, Indianapolis, IN 46202, USA",United States of America,NA,FALSE,NA,NA,NA,arsenic; groundwater; Guatemala; risk assessment,10.2166/wh.2013.100,iwaponline.com
507,12,3,https://iwaponline.com/jwh/article/12/3/543/507/Detection-of-Legionella-by-cultivation-and,Journal of Water and Health,Detection of Legionella by cultivation and quantitative real-time polymerase chain reaction in biological waste water treatment plants in Norway,2014,FALSE,0,NA,NA,6,Vidar Lund,"Division of Environmental Medicine, Department of Food, Water and Cosmetics, Norwegian Institute of Public Health, PO Box 4404 Nydalen, NO-0403 Oslo, Norway",Norway,NA,Vidar Lund,"Division of Environmental Medicine, Department of Food, Water and Cosmetics, Norwegian Institute of Public Health, PO Box 4404 Nydalen, NO-0403 Oslo, Norway",Norway,NA,FALSE,NA,NA,NA,biological waste water treatment plants; cultivation; Legionella; quantitative real-time PCR,10.2166/wh.2014.063,iwaponline.com
508,12,3,https://iwaponline.com/jwh/article/12/3/555/508/A-waterborne-outbreak-of-campylobacteriosis-in-the,Journal of Water and Health,A waterborne outbreak of campylobacteriosis in the South Island of New Zealand due to a failure to implement a multi-barrier approach,2014,FALSE,0,NA,NA,5,Nadia Bartholomew,"Community and Public Health, Canterbury District Health Board, 310 Manchester Street, PO Box 1475, Christchurch 8140, New Zealand",New Zealand,NA,Cheryl Brunton,"Community and Public Health, Canterbury District Health Board, 310 Manchester Street, PO Box 1475, Christchurch 8140, New Zealand",New Zealand,NA,FALSE,NA,NA,NA,Campylobacter; drinking water; gastroenteritis; multi-barrier approach; waterborne,10.2166/wh.2014.155,iwaponline.com
509,12,3,https://iwaponline.com/jwh/article/12/3/564/509/Regulations-concerning-natural-swimming-ponds-in,Journal of Water and Health,Regulations concerning natural swimming ponds in Europe: considerations on public health issues,2014,FALSE,0,NA,NA,6,Saverio Giampaoli,"Department of Movement, Human and Health Sciences, Public Health Unit, University of Rome ‘Foro Italico’, P.zza L. De Bosis 6, Roma, Italy",Italy,NA,Vincenzo Romano Spica,"Department of Movement, Human and Health Sciences, Public Health Unit, University of Rome ‘Foro Italico’, P.zza L. De Bosis 6, Roma, Italy",Italy,NA,FALSE,NA,NA,NA,guidelines; natural swimming ponds; policies; public health; safety; surveillance,10.2166/wh.2014.211,iwaponline.com
510,12,3,https://iwaponline.com/jwh/article/12/3/573/510/Factors-involved-in-sustained-use-of-point-of-use,Journal of Water and Health,"Factors involved in sustained use of point-of-use water disinfection methods: a field study from Flores Island, Indonesia",2014,FALSE,0,NA,NA,3,E. Roma,"Cranfield University, Water Science Institute, Cranfield, MK430AL, UK",United Kingdom of Great Britain and Northern Ireland,NA,E. Roma,"Cranfield University, Water Science Institute, Cranfield, MK430AL, UK",United Kingdom of Great Britain and Northern Ireland,NA,FALSE,NA,NA,NA,chlorine disinfection; Indonesia; solar disinfection technology; sustainability; user acceptance,10.2166/wh.2014.109,iwaponline.com
511,12,3,https://iwaponline.com/jwh/article/12/3/584/511/Microbial-water-quality-communication-public-and,Journal of Water and Health,"Microbial water quality communication: public and practitioner insights from British Columbia, Canada",2014,FALSE,0,NA,NA,5,G. Dunn,"Program on Water Governance, University of British Columbia, 439-2202 Main Mall, Vancouver, BC, V6T 1Z4 Canada",NA,NA,G. Dunn,"Program on Water Governance, University of British Columbia, 439-2202 Main Mall, Vancouver, BC, V6T 1Z4 Canada",NA,NA,FALSE,NA,NA,NA,British Columbia; communication; drinking water quality; microbial risk; public; recreational water quality,10.2166/wh.2014.126,iwaponline.com
512,12,3,https://iwaponline.com/jwh/article/12/3/596/512/Efficacy-of-arsenic-filtration-by-Kanchan-Arsenic,Journal of Water and Health,Efficacy of arsenic filtration by Kanchan Arsenic Filter in Nepal,2014,FALSE,0,NA,NA,4,Anjana Singh,"Central Department of Microbiology, Tribhuvan University, Kirtipur, Kathmandu, Nepal",Nepal,NA,Narendra Maden,"Central Department of Microbiology, Tribhuvan University, Kirtipur, Kathmandu, Nepal",Nepal,NA,FALSE,NA,NA,NA,arsenic contamination; efficacy; Kanchan Arsenic Filter; Nepal,10.2166/wh.2014.148,iwaponline.com
544,12,4,https://iwaponline.com/jwh/article/12/4/601/544/Removal-of-the-cyanotoxin-anatoxin-a-by-drinking,Journal of Water and Health,Removal of the cyanotoxin anatoxin-a by drinking water treatment processes: a review,2014,FALSE,0,NA,NA,4,Silvia Vlad,"Department of Civil and Environmental Engineering, University of Waterloo, 200 University Ave. W., Waterloo, ON, Canada, N2L 3G1",NA,NA,Silvia Vlad,"Department of Civil and Environmental Engineering, University of Waterloo, 200 University Ave. W., Waterloo, ON, Canada, N2L 3G1",NA,NA,FALSE,NA,NA,NA,anatoxin-a; cyanobacteria; cyanotoxin; drinking water treatment; review,10.2166/wh.2014.018,iwaponline.com
545,12,4,https://iwaponline.com/jwh/article/12/4/618/545/Inactivation-of-bacterial-biothreat-agents-in,Journal of Water and Health,"Inactivation of bacterial biothreat agents in water, a review",2014,FALSE,0,NA,NA,2,L. J. Rose,"Division of Healthcare Quality Promotion, Centers for Disease Control and Prevention, Atlanta, GA, USA",United States of America,NA,L. J. Rose,"Division of Healthcare Quality Promotion, Centers for Disease Control and Prevention, Atlanta, GA, USA",United States of America,NA,FALSE,NA,NA,NA,biothreat agents; drinking water; Tier 1 agents; water disinfection; water treatment,10.2166/wh.2014.038,iwaponline.com
546,12,4,https://iwaponline.com/jwh/article/12/4/634/546/A-systematic-review-of-waterborne-disease-burden,Journal of Water and Health,A systematic review of waterborne disease burden methodologies from developed countries,2014,FALSE,0,NA,NA,4,H. M. Murphy,"Centre for Food-borne, Environmental and Zoonotic Infectious Diseases, Public Health Agency of Canada, 255 Woodlawn Rd West, Unit 120, Guelph, ON N1H 8J1, Canada",Canada,NA,K. D. M. Pintar,"Centre for Food-borne, Environmental and Zoonotic Infectious Diseases, Public Health Agency of Canada, 255 Woodlawn Rd West, Unit 120, Guelph, ON N1H 8J1, Canada",Canada,NA,FALSE,NA,NA,NA,acute gastrointestinal illness; drinking; estimate; review; water; waterborne disease,10.2166/wh.2014.049,iwaponline.com
547,12,4,https://iwaponline.com/jwh/article/12/4/656/547/Antimicrobial-efficacy-and-in-vivo-toxicity,Journal of Water and Health,Antimicrobial efficacy and in vivo toxicity studies of a quaternized biopolymeric flocculant,2014,FALSE,0,NA,NA,3,Gurpreet Kaur Khaira,"Department of Biotechnology and Environmental Sciences, Thapar University, Patiala-147004, Punjab, India",India,NA,Moushumi Ghosh,"Department of Biotechnology and Environmental Sciences, Thapar University, Patiala-147004, Punjab, India",India,NA,FALSE,NA,NA,NA,antimicrobial; bioflocculant; K. terrigena; quaternized; toxicity,10.2166/wh.2014.186,iwaponline.com
548,12,4,https://iwaponline.com/jwh/article/12/4/663/548/Assessing-point-of-use-ultraviolet-disinfection,Journal of Water and Health,Assessing point-of-use ultraviolet disinfection for safe water in urban developing communities,2014,FALSE,0,NA,NA,3,Christina K. Barstow,"Civil, Environmental and Architectural Engineering, University of Colorado, Boulder, CO 80309, USA",United States of America,NA,Karl G. Linden,"Civil, Environmental and Architectural Engineering, University of Colorado, Boulder, CO 80309, USA",United States of America,NA,FALSE,NA,NA,NA,developing communities; drinking water; point-of-use; ultraviolet disinfection,10.2166/wh.2014.223,iwaponline.com
549,12,4,https://iwaponline.com/jwh/article/12/4/670/549/A-novel-point-of-use-water-treatment-method-by,Journal of Water and Health,A novel point-of-use water treatment method by antimicrobial nanosilver textile material,2014,FALSE,0,NA,NA,3,Hongjun Liu,"Key Laboratory of Natural Medicine and Immuno-Engineering of Henan Province, Henan University, Kaifeng, Henan 475004, China",China,NA,Hongjun Liu,"Key Laboratory of Natural Medicine and Immuno-Engineering of Henan Province, Henan University, Kaifeng, Henan 475004, China",China,NA,FALSE,NA,NA,NA,disinfection; nanosilver textile; silver nanoparticle; water treatment,10.2166/wh.2014.197,iwaponline.com
550,12,4,https://iwaponline.com/jwh/article/12/4/678/550/Minimum-inhibitory-concentration-distribution-in,Journal of Water and Health,Minimum inhibitory concentration distribution in environmental Legionella spp. isolates,2014,FALSE,0,NA,NA,5,Vassilios Sandalakis,"Regional Laboratory of Public Health, Medical School, Heraklion, Crete, Greece",Greece,NA,Anna Psaroulaki,"Laboratory of Clinical Bacteriology, Parasitology, Zoonoses and Geographical Medicine, Voutes – Staurakia 71110, Heraklion, Crete, Greece",Greece,NA,FALSE,NA,NA,NA,antibiotics; Legionella pneumophila; Legionella spp.; MIC; MIC-test,10.2166/wh.2014.217,iwaponline.com
551,12,4,https://iwaponline.com/jwh/article/12/4/686/551/Transport-effects-on-hydraulic-loading-rate-and,Journal of Water and Health,Transport effects on hydraulic loading rate and microbial removal performance in biosand filters,2014,FALSE,0,NA,NA,2,Julie Napotnik,"Department of Civil and Environmental Engineering, Lehigh University, 1 W. Packer Avenue, Bethlehem, PA 18015, USA",United States of America,NA,Kristen Jellison,"Department of Civil and Environmental Engineering, Lehigh University, 1 W. Packer Avenue, Bethlehem, PA 18015, USA",United States of America,NA,FALSE,NA,NA,NA,biosand; E. coli; filtration; HLR; treatment; water,10.2166/wh.2014.167,iwaponline.com
