paperid,volume,issue,paper_url,journal,title,published_year,is_supp,num_supp,supp_file_type,supp_url,num_authors,first_author_name,first_author_affiliation,first_author_affiliation_country,first_author_orcid,correspondence_author_name,correspondence_author_affiliation,correspondence_author_affiliation_country,correspondence_author_orcid,has_das,das,das_type,das_repo_url,das_repo_name,keywords,url_source,doi,article_type,publication_date
10.1371/journal.pwat.0000073,2,7,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000073,PLOS Water,Risk assessment of drinking water intake contamination from agricultural activities using a Bayesian network,2023,TRUE,21,docx; docx; docx; docx; docx; docx; docx; docx; docx; docx; docx; docx; docx; docx; docx; docx; draft; vnd.openxmlformats-officedocument.wordprocessingml.document; pdf; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s007&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s008&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s009&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s010&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s011&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s012&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s013&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s014&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s015&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s016&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s017&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s018&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s019&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s020&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000073.s021&type=supplementary,11,Raja Kammoun,"Department of Civil, Geological and Mining Engineering, Polytechnique Montréal, Montreal, Quebec, Canada",Canada,https://orcid.org/0000-0002-1059-109X,Raja Kammoun,"Department of Civil, Geological and Mining Engineering, Polytechnique Montréal, Montreal, Quebec, Canada",Canada,https://orcid.org/0000-0002-1059-109X,TRUE,Data are available at Open Science Framework: https://osf.io/zyekt/?view_only=01527a99a3374a2ab7879e42ff01052b Identifier: DOI 10.17605/OSF.IO/ZYEKT.,available in online repository,https://osf.io/zyekt/?view_only=01527a99a3374a2ab7879e42ff01052b; https://doi.org/10.17605/OSF.IO/ZYEKT; 10.17605/OSF.IO/ZYEKT,osf,/Biology and life sciences/Agriculture/Animal management/Animal production; /Biology and life sciences/Agriculture/Crop science/Crops; /Earth sciences/Hydrology/Surface water; /Ecology and environmental sciences/Natural resources/Water resources; /Ecology and environmental sciences/Pollution/Water pollution; /Ecology and environmental sciences/Water quality; /Medicine and health sciences/Epidemiology/Medical risk factors; /Physical sciences/Mathematics/Probability theory/Probability distribution,journals.plos.org,10.1371/journal.pwat.0000073,Research Article,2023-07-27
10.1371/journal.pwat.0000152,2,8,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000152,PLOS Water,Public toilets have reduced enteric pathogen hazards in San Francisco,2023,TRUE,20,docx; docx; docx; docx; docx; docx; docx; docx; top; docx; docx; docx; docx; docx; docx; docx; docx; docx; docx; docx,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s007&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s008&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s009&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s010&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s011&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s012&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s013&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s014&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s015&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s016&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s017&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s018&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s019&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000152.s020&type=supplementary,12,Troy Barker,"Department of Environmental Sciences and Engineering, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States of America",United States of America,NA,Joe Brown,"Department of Environmental Sciences and Engineering, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States of America",United States of America,https://orcid.org/0000-0002-5200-4148,TRUE,"All data and code have been uploaded to a publicly accessible repository (Open Science Framework, OSF.io) and are available at this link: https://osf.io/3dnug/.",available in online repository,https://osf.io/3dnug/,osf,/Biology and life sciences/Biochemistry/Nucleic acids/DNA/Forms of DNA/Mitochondrial DNA; /Biology and life sciences/Genetics/DNA/Forms of DNA/Mitochondrial DNA; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens/Escherichia coli; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens/Shigella; /Biology and life sciences/Organisms/Bacteria/Enterobacteriaceae/Escherichia/Escherichia coli; /Biology and life sciences/Organisms/Bacteria/Gut bacteria/Escherichia/Escherichia coli; /Biology and life sciences/Organisms/Bacteria/Shigella; /Biology and life sciences/Organisms/Eukaryota/Animals/Invertebrates/Nematoda/Trichuris; /Biology and life sciences/Organisms/Eukaryota/Protozoans/Cryptosporidium; /Biology and life sciences/Organisms/Eukaryota/Protozoans/Parasitic protozoans/Cryptosporidium; /Biology and life sciences/Zoology/Animals/Invertebrates/Nematoda/Trichuris; /Medicine and health sciences/Health care/Environmental health/Sanitation; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Animal pathogens/Zoonotic pathogens; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens/Escherichia coli; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens/Shigella; /Medicine and health sciences/Public and occupational health/Environmental health/Sanitation; /Research and analysis methods/Animal studies/Experimental organism systems/Model organisms/Escherichia coli; /Research and analysis methods/Animal studies/Experimental organism systems/Prokaryotic models/Escherichia coli; /Research and analysis methods/Model organisms/Escherichia coli,journals.plos.org,10.1371/journal.pwat.0000152,Research Article,2023-08-02
10.1371/journal.pwat.0000071,2,6,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000071,PLOS Water,The enabling environment for citywide water service provision: Insights from six successful cities,2023,TRUE,1,docx,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000071.s001&type=supplementary,4,John T. Trimmer,"The Aquaya Institute, Nairobi, Kenya",Kenya,https://orcid.org/0000-0002-4809-6684,John T. Trimmer,"The Aquaya Institute, Nairobi, Kenya",Kenya,https://orcid.org/0000-0002-4809-6684,TRUE,All data used to develop this study’s findings are included in the manuscript and supporting information.,in paper,NA,NA,/Earth sciences/Geography/Human geography/Urban geography/Cities; /Ecology and environmental sciences/Natural resources/Water resources; /Ecology and environmental sciences/Pollution/Water pollution; /Ecology and environmental sciences/Terrestrial environments/Urban environments; /Engineering and technology/Civil engineering/Urban infrastructure; /Engineering and technology/Environmental engineering/Water management; /Medicine and health sciences/Health care/Environmental health/Sanitation; /Medicine and health sciences/Public and occupational health/Environmental health/Sanitation; /Social sciences/Economics/Finance; /Social sciences/Human geography/Urban geography/Cities,journals.plos.org,10.1371/journal.pwat.0000071,Research Article,2023-06-26
10.1371/journal.pwat.0000148,2,7,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000148,PLOS Water,Road salt intrusion dynamics in an ex-urban native wetland complex,2023,TRUE,18,xlsx; xlsx; xlsx; xlsx; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; wlw; tif; tif; tif,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s007&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s008&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s009&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s010&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s011&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s012&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s013&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s014&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s015&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s016&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s017&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000148.s018&type=supplementary,7,Liliana M. Hernandez Gonzalez,"Department of Civil and Environmental Engineering, Northwestern University, Evanston, IL, United States of America",United States of America,https://orcid.org/0000-0002-5259-0968,Liliana M. Hernandez Gonzalez,"Department of Civil and Environmental Engineering, Northwestern University, Evanston, IL, United States of America",United States of America,https://orcid.org/0000-0002-5259-0968,TRUE,The data used in this research is publicly available at the Figshare Repository: https://doi.org/10.6084/m9.figshare.22106213.v3.,available in online repository,https://doi.org/10.6084/m9.figshare.22106213.v3; 10.6084/m9.figshare.22106213.v3,figshare,/Earth sciences/Atmospheric science/Meteorology/Rain; /Earth sciences/Geomorphology/Topography/Landforms/Wetlands; /Earth sciences/Hydrology/Surface water; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Wetlands; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Wetlands; /Engineering and technology/Civil engineering/Transportation infrastructure/Roads; /Engineering and technology/Transportation/Transportation infrastructure/Roads; /Physical sciences/Chemistry/Chemical compounds/Chlorides; /Physical sciences/Materials science/Material properties/Thermal conductivity; /Physical sciences/Physics/Electricity/Electric conductivity; /Research and analysis methods/Precipitation techniques/Fractional precipitation/Salting out,journals.plos.org,10.1371/journal.pwat.0000148,Research Article,2023-07-31
10.1371/journal.pwat.0000104,2,9,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000104,PLOS Water,"Martuwarra Fitzroy River Watershed: One society, one river law",2023,FALSE,0,NA,NA,4,NA NA,NA,NA,NA,Magali McDuffie,"Education Partnerships, SAE Creative Institute, Navitas, Canberra, Australian Capital Territory, Australia",Australia,https://orcid.org/0000-0002-4628-2918,TRUE,"All data and related metadata relating to this article has been deposited in appropriate, quoted data repositories.",available in online repository,NA,NA,/Biology and life sciences/Neuroscience/Cognitive science/Cognition/Decision making; /Biology and life sciences/Neuroscience/Cognitive science/Cognitive psychology/Decision making; /Biology and life sciences/Psychology/Cognitive psychology/Decision making; /Earth sciences/Atmospheric science/Climatology/Climate change; /Earth sciences/Hydrology/Surface water; /Ecology and environmental sciences/Sustainability science; /People and places/Demography/Indigenous populations; /People and places/Geographical locations/Oceania/Australia; /People and places/Population groupings/Ethnicities/Indigenous Australian people; /Social sciences/Anthropology/Indigenous populations; /Social sciences/Psychology/Cognitive psychology/Decision making; /Social sciences/Sociology/Culture,journals.plos.org,10.1371/journal.pwat.0000104,Research Article,2023-09-12
10.1371/journal.pwat.0000183,2,11,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000183,PLOS Water,Spatiotemporal trends in particle-associated microbial communities in a chlorinated drinking water distribution system,2023,TRUE,1,xlsx,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000183.s001&type=supplementary,3,Madison Ferrebee,"Wadsworth Department of Civil & Environmental Engineering, West Virginia University, Morgantown, West Virginia, United States of America",United States of America,NA,Emily Garner,"Wadsworth Department of Civil & Environmental Engineering, West Virginia University, Morgantown, West Virginia, United States of America",United States of America,https://orcid.org/0000-0002-1579-155X,TRUE,Data from this study has been deposited in the National Center for Biotechnology Information’s Sequence Read Archive under BioProject PRJNA961195.,available in online repository,NA,NA,/Biology and life sciences/Biochemistry/Biomarkers; /Biology and life sciences/Microbiology/Bacteriology/Bacterial biofilms; /Biology and life sciences/Microbiology/Biofilms/Bacterial biofilms; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens/Legionella/Legionella pneumophila; /Biology and life sciences/Organisms/Bacteria/Legionella/Legionella pneumophila; /Biology and life sciences/Organisms/Bacteria/Pseudomonas; /Ecology and environmental sciences/Natural resources/Water resources; /Ecology and environmental sciences/Water quality; /Engineering and technology/Environmental engineering/Water management; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens/Legionella/Legionella pneumophila,journals.plos.org,10.1371/journal.pwat.0000183,Research Article,2023-11-15
10.1371/journal.pwat.0000101,2,9,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000101,PLOS Water,The future of global river health monitoring,2023,TRUE,4,rs; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000101.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000101.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000101.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000101.s004&type=supplementary,11,Lauren M. Kuehne,"Omfishient Consulting, Bremerton, Washington, United States of America",United States of America,https://orcid.org/0000-0002-0054-613X,Lauren M. Kuehne,"Omfishient Consulting, Bremerton, Washington, United States of America",United States of America,https://orcid.org/0000-0002-0054-613X,TRUE,No data is included in the paper.,in paper,NA,NA,/Biology and life sciences/Ecology/Biodiversity; /Biology and life sciences/Ecology/Ecosystems; /Earth sciences/Hydrology/Surface water; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Fresh water; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Rivers; /Earth sciences/Marine and aquatic sciences/Bodies of water/Rivers; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Fresh water; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Rivers; /Ecology and environmental sciences/Ecology/Biodiversity; /Ecology and environmental sciences/Ecology/Ecosystems; /Ecology and environmental sciences/Water quality; /Engineering and technology/Remote sensing; /Medicine and health sciences/Public and occupational health/Global health,journals.plos.org,10.1371/journal.pwat.0000101,Research Article,2023-09-13
10.1371/journal.pwat.0000129,2,11,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000129,PLOS Water,"A tale of two communities: Comparing user perceptions of condominial and conventional sewer systems in Salvador, Brazil",2023,TRUE,8,docx; docx; docx; pdf; dta; do; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000129.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000129.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000129.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000129.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000129.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000129.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000129.s007&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000129.s008&type=supplementary,12,Fabiana Almerinda G. Palma,"Institute of Collective Health, Federal University of Bahia, Salvador, Bahia, Brazil",Brazil,https://orcid.org/0000-0002-7345-4914,Federico Costa,"Institute of Collective Health, Federal University of Bahia, Salvador, Bahia, Brazil",Brazil,NA,TRUE,"The datasets used and/or analyzed during the current study cannot be shared publicly because of personal information of participants in the survey. Researchers who wish to access the data can contact the data manager of the Oswaldo Cruz Foundation, Nivison Junior ([email removed]@gmail.com).",not shareable,NA,NA,/Ecology and environmental sciences/Natural resources/Water resources; /Engineering and technology/Civil engineering/Urban infrastructure; /Engineering and technology/Equipment/Communication equipment/Cell phones; /Engineering and technology/Sanitary engineering/Sewage; /Medicine and health sciences/Health care/Environmental health/Sanitation; /Medicine and health sciences/Health care/Quality of life; /Medicine and health sciences/Public and occupational health/Environmental health/Sanitation; /People and places/Geographical locations/South America/Brazil; /Physical sciences/Mathematics/Statistics/Statistical methods/Statistical hypothesis testing/Chi square tests; /Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Statistical hypothesis testing/Chi square tests,journals.plos.org,10.1371/journal.pwat.0000129,Research Article,2023-11-06
10.1371/journal.pwat.0000166,2,8,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000166,PLOS Water,Global microbial water quality data and predictive analytics: Key to health and meeting SDG 6,2023,FALSE,0,NA,NA,8,Joan B. Rose,"Department of Fisheries and Wildlife, and Plant Soil and Microbial Sciences, Michigan State University, East Lansing, Michigan, United States of America",United States of America,https://orcid.org/0000-0002-5871-0211,Joan B. Rose,"Department of Fisheries and Wildlife, and Plant Soil and Microbial Sciences, Michigan State University, East Lansing, Michigan, United States of America",United States of America,https://orcid.org/0000-0002-5871-0211,FALSE,NA,NA,NA,NA,/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens; /Computer and information sciences/Data management; /Computer and information sciences/Data management/Data visualization; /Earth sciences/Hydrology/Surface water; /Ecology and environmental sciences/Natural resources/Water resources; /Ecology and environmental sciences/Pollution/Water pollution; /Ecology and environmental sciences/Water quality; /Medicine and health sciences/Epidemiology/Medical risk factors; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens,journals.plos.org,10.1371/journal.pwat.0000166,Review,2023-08-23
10.1371/journal.pwat.0000140,2,10,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000140,PLOS Water,Using detrending to assess SARS-CoV-2 wastewater loads as a leading indicator of fluctuations in COVID-19 cases at fine temporal scales: Correlations across twenty sewersheds in North Carolina,2023,TRUE,27,tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; tif; docx; docx; docx; docx; tif; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s007&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s008&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s009&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s010&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s011&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s012&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s013&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s014&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s015&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s016&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s017&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s018&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s019&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s020&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s021&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s022&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s023&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s024&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s025&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s026&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000140.s027&type=supplementary,24,Kelly Hoffman,"Department of Environmental Sciences and Engineering, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States of America",United States of America,https://orcid.org/0000-0003-3065-3515,Ariel Christensen,"Department of Epidemiology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States of America",United States of America,https://orcid.org/0000-0003-3925-1475,TRUE,"All wastewater data and geocoded COVID-19 cases are available by date and wastewater treatment plant here - https://covid19.ncdhhs.gov/dashboard/data-behind-dashboards. Please scroll to the ""wastewater monitoring"" tab on the page. Then toggle to download the ""viral gene copies per person"" in one csv/excel file and the ""new cases per 10,000 persons"" in a csv/excel file.",available in online repository,https://covid19.ncdhhs.gov/dashboard/data-behind-dashboards,NA,/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Coronaviruses/SARS coronavirus/SARS CoV 2; /Biology and life sciences/Microbiology/Virology/Viral transmission and infection/Viral load; /Biology and life sciences/Organisms/Viruses/RNA viruses/Coronaviruses/SARS coronavirus/SARS CoV 2; /Biology and life sciences/Organisms/Viruses/Viral pathogens/Coronaviruses/SARS coronavirus/SARS CoV 2; /Medicine and health sciences/Diagnostic medicine/Virus testing; /Medicine and health sciences/Epidemiology; /Medicine and health sciences/Epidemiology/Disease surveillance; /Medicine and health sciences/Medical conditions/Infectious diseases/Viral diseases/COVID 19; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Coronaviruses/SARS coronavirus/SARS CoV 2; /Medicine and health sciences/Public and occupational health; /People and places/Geographical locations/North America/United States/North Carolina,journals.plos.org,10.1371/journal.pwat.0000140,Research Article,2023-10-18
10.1371/journal.pwat.0000171,2,10,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000171,PLOS Water,Microbial community function and bacterial pathogen composition in pit latrines in peri-urban Malawi,2023,TRUE,9,a; a; tif; white; tif; tif; xlsx; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000171.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000171.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000171.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000171.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000171.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000171.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000171.s007&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000171.s008&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000171.s009&type=supplementary,10,Savanna K. Smith,"Department of Civil, Construction and Environmental Engineering, North Carolina State University, Raleigh, North Carolina, United States of America",United States of America,https://orcid.org/0009-0004-5195-1081,Francis L. de los Reyes,"Department of Civil, Construction and Environmental Engineering, North Carolina State University, Raleigh, North Carolina, United States of America",United States of America,https://orcid.org/0000-0002-3593-0932,TRUE,Raw sequencing data and the associated metadata is available through the National Center for Biotechnology Information (NCBI) Sequence Read Archive (SRA) database under the accession code PRJNA913150.,available in online repository,NA,NA,/Biology and life sciences/Biochemistry/Nucleic acids/RNA/Non-coding RNA/Ribosomal RNA; /Biology and life sciences/Biochemistry/Ribosomes/Ribosomal RNA; /Biology and life sciences/Cell biology/Cellular structures and organelles/Ribosomes/Ribosomal RNA; /Biology and life sciences/Ecology/Ecological metrics/Species diversity; /Biology and life sciences/Genetics/Genomics/Microbial genomics/Microbiome; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens; /Biology and life sciences/Microbiology/Medical microbiology/Microbiome; /Biology and life sciences/Microbiology/Microbial genomics/Microbiome; /Biology and life sciences/Organisms/Archaea; /Biology and life sciences/Organisms/Archaea/Methanogens; /Ecology and environmental sciences/Ecology/Ecological metrics/Species diversity; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens; /Physical sciences/Materials science/Materials/Sludge,journals.plos.org,10.1371/journal.pwat.0000171,Research Article,2023-10-18
